DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
84K784,Achievement First North Brooklyn Prep Charter Scho,2017-18,416,0,0,87,88,64,86,91,0,0,0,0,0,0,0,0,205,49.3%,211,50.7%,3,0.7%,89,21.4%,310,74.5%,0,0.0%,3,0.7%,11,2.6%,0,0.0%,67,16.1%,79,19.0%,367,88.2%,83.1%
84K784,Achievement First North Brooklyn Prep Charter Scho,2018-19,540,0,0,93,98,97,66,88,98,0,0,0,0,0,0,0,261,48.3%,279,51.7%,5,0.9%,99,18.3%,421,78.0%,0,0.0%,3,0.6%,12,2.2%,0,0.0%,79,14.6%,80,14.8%,477,88.3%,78.8%
84K784,Achievement First North Brooklyn Prep Charter Scho,2019-20,636,0,0,95,97,95,93,64,97,95,0,0,0,0,0,0,305,48.0%,331,52.0%,7,1.1%,97,15.3%,510,80.2%,0,0.0%,2,0.3%,20,3.1%,0,0.0%,103,16.2%,110,17.3%,546,85.8%,79.5%
84K784,Achievement First North Brooklyn Prep Charter Scho,2020-21,770,0,0,92,97,100,97,96,98,93,97,0,0,0,0,0,372,48.3%,398,51.7%,9,1.2%,109,14.2%,622,80.8%,2,0.3%,2,0.3%,26,3.4%,0,0.0%,125,16.2%,116,15.1%,658,85.5%,80.1%
84K784,Achievement First North Brooklyn Prep Charter Scho,2021-22,863,0,0,95,93,96,92,98,98,98,95,98,0,0,0,0,426,49.4%,437,50.6%,10,1.2%,114,13.2%,713,82.6%,1,0.1%,1,0.1%,24,2.8%,0,0.0%,129,14.9%,174,20.2%,661,76.6%,78.3%
84K785,Imagine Me Leadership Charter School,2017-18,229,0,0,28,39,41,43,39,39,0,0,0,0,0,0,0,0,0.0%,229,100.0%,0,0.0%,187,81.7%,37,16.2%,2,0.9%,3,1.3%,0,0.0%,0,0.0%,30,13.1%,6,2.6%,210,91.7%,74.4%
84K785,Imagine Me Leadership Charter School,2018-19,223,0,0,26,28,41,43,46,39,0,0,0,0,0,0,0,0,0.0%,223,100.0%,2,0.9%,177,79.4%,34,15.2%,4,1.8%,5,2.2%,1,0.4%,0,0.0%,32,14.3%,7,3.1%,182,81.6%,73.5%
84K785,Imagine Me Leadership Charter School,2019-20,231,0,0,28,29,25,44,42,43,20,0,0,0,0,0,0,0,0.0%,231,100.0%,2,0.9%,187,81.0%,33,14.3%,3,1.3%,4,1.7%,2,0.9%,0,0.0%,32,13.9%,4,1.7%,190,82.3%,75.3%
84K785,Imagine Me Leadership Charter School,2020-21,262,0,9,12,30,30,24,42,45,40,30,0,0,0,0,0,0,0.0%,262,100.0%,2,0.8%,212,80.9%,37,14.1%,3,1.1%,3,1.1%,3,1.1%,2,0.8%,35,13.4%,4,1.5%,204,77.9%,72.5%
84K785,Imagine Me Leadership Charter School,2021-22,262,0,19,21,13,27,24,23,37,32,42,24,0,0,0,0,1,0.4%,261,99.6%,2,0.8%,209,79.8%,41,15.6%,3,1.1%,3,1.1%,2,0.8%,2,0.8%,38,14.5%,6,2.3%,197,75.2%,71.3%
84K788,Achievement First Linden Charter School,2017-18,453,0,0,88,95,87,99,84,0,0,0,0,0,0,0,0,226,49.9%,227,50.1%,7,1.5%,359,79.2%,80,17.7%,2,0.4%,2,0.4%,3,0.7%,0,0.0%,63,13.9%,6,1.3%,405,89.4%,81.0%
84K788,Achievement First Linden Charter School,2018-19,563,0,0,90,99,96,93,93,92,0,0,0,0,0,0,0,290,51.5%,273,48.5%,10,1.8%,460,81.7%,85,15.1%,2,0.4%,4,0.7%,2,0.4%,0,0.0%,71,12.6%,6,1.1%,477,84.7%,78.0%
84K788,Achievement First Linden Charter School,2019-20,653,0,0,86,96,99,93,98,98,83,0,0,0,0,0,0,339,51.9%,314,48.1%,11,1.7%,523,80.1%,104,15.9%,5,0.8%,7,1.1%,2,0.3%,1,0.2%,92,14.1%,7,1.1%,548,83.9%,79.6%
84K788,Achievement First Linden Charter School,2020-21,734,0,0,70,91,99,104,100,94,96,80,0,0,0,0,0,373,50.8%,361,49.2%,16,2.2%,575,78.3%,118,16.1%,6,0.8%,11,1.5%,5,0.7%,3,0.4%,100,13.6%,10,1.4%,598,81.5%,78.5%
84K788,Achievement First Linden Charter School,2021-22,779,0,0,52,76,93,103,110,98,84,91,72,0,0,0,0,401,51.5%,378,48.5%,14,1.8%,609,78.2%,122,15.7%,10,1.3%,15,1.9%,7,0.9%,2,0.3%,110,14.1%,10,1.3%,642,82.4%,76.1%
84K789,Compass Charter School,2017-18,274,0,0,50,58,57,59,50,0,0,0,0,0,0,0,0,140,51.1%,134,48.9%,19,6.9%,80,29.2%,31,11.3%,23,8.4%,2,0.7%,119,43.4%,0,0.0%,67,24.5%,2,0.7%,75,27.4%,37.0%
84K789,Compass Charter School,2018-19,318,0,0,58,57,59,54,52,38,0,0,0,0,0,0,0,159,50.0%,159,50.0%,22,6.9%,85,26.7%,38,11.9%,28,8.8%,2,0.6%,143,45.0%,0,0.0%,84,26.4%,9,2.8%,90,28.3%,35.8%
84K789,Compass Charter School,2019-20,330,0,18,84,54,55,46,40,33,0,0,0,0,0,0,0,158,47.9%,172,52.1%,22,6.7%,76,23.0%,35,10.6%,22,6.7%,3,0.9%,172,52.1%,0,0.0%,80,24.2%,9,2.7%,85,25.8%,32.4%
84K789,Compass Charter School,2020-21,355,0,35,53,83,55,47,48,34,0,0,0,0,0,0,0,171,48.2%,184,51.8%,34,9.6%,89,25.1%,46,13.0%,22,6.2%,3,0.8%,160,45.1%,1,0.3%,78,22.0%,7,2.0%,110,31.0%,35.8%
84K789,Compass Charter School,2021-22,341,0,36,52,54,72,45,43,39,0,0,0,0,0,0,0,168,49.3%,173,50.7%,39,11.4%,80,23.5%,44,12.9%,16,4.7%,0,0.0%,161,47.2%,1,0.3%,71,20.8%,9,2.6%,89,26.1%,34.2%
84K790,Central Brooklyn Ascend Charter School,2017-18,424,0,0,85,96,85,84,74,0,0,0,0,0,0,0,0,197,46.5%,227,53.5%,3,0.7%,375,88.4%,28,6.6%,3,0.7%,10,2.4%,4,0.9%,1,0.2%,65,15.3%,16,3.8%,365,86.1%,77.1%
84K790,Central Brooklyn Ascend Charter School,2018-19,548,0,0,82,93,96,97,93,87,0,0,0,0,0,0,0,265,48.4%,283,51.6%,6,1.1%,479,87.4%,38,6.9%,6,1.1%,14,2.6%,4,0.7%,1,0.2%,80,14.6%,36,6.6%,459,83.8%,73.4%
84K790,Central Brooklyn Ascend Charter School,2019-20,599,0,0,86,83,86,83,88,84,89,0,0,0,0,0,0,299,49.9%,300,50.1%,7,1.2%,523,87.3%,45,7.5%,7,1.2%,12,2.0%,4,0.7%,1,0.2%,91,15.2%,45,7.5%,503,84.0%,75.1%
84K790,Central Brooklyn Ascend Charter School,2020-21,739,0,0,82,89,94,99,93,97,91,94,0,0,0,0,0,370,50.1%,369,49.9%,6,0.8%,634,85.8%,67,9.1%,11,1.5%,13,1.8%,7,0.9%,1,0.1%,107,14.5%,52,7.0%,569,77.0%,73.8%
84K790,Central Brooklyn Ascend Charter School,2021-22,796,0,0,77,94,91,89,96,86,92,85,86,0,0,0,0,398,50.0%,398,50.0%,10,1.3%,679,85.3%,77,9.7%,12,1.5%,10,1.3%,7,0.9%,1,0.1%,107,13.4%,65,8.2%,681,85.6%,74.0%
84K791,Brooklyn Dreams Charter School,2017-18,652,0,0,76,66,70,78,78,77,75,62,70,0,0,0,0,325,49.8%,327,50.2%,108,16.6%,395,60.6%,117,17.9%,6,0.9%,10,1.5%,16,2.5%,0,0.0%,102,15.6%,71,10.9%,561,86.0%,71.5%
84K791,Brooklyn Dreams Charter School,2018-19,619,0,0,46,76,75,81,73,68,70,66,64,0,0,0,0,300,48.5%,319,51.5%,94,15.2%,398,64.3%,97,15.7%,4,0.6%,10,1.6%,16,2.6%,0,0.0%,114,18.4%,73,11.8%,506,81.7%,73.0%
84K791,Brooklyn Dreams Charter School,2019-20,623,0,0,57,58,71,79,75,81,81,61,60,0,0,0,0,321,51.5%,302,48.5%,89,14.3%,391,62.8%,108,17.3%,8,1.3%,8,1.3%,19,3.0%,0,0.0%,120,19.3%,92,14.8%,562,90.2%,76.1%
84K791,Brooklyn Dreams Charter School,2020-21,671,0,0,64,65,67,73,83,86,94,72,67,0,0,0,0,339,50.5%,332,49.5%,90,13.4%,400,59.6%,128,19.1%,29,4.3%,6,0.9%,18,2.7%,0,0.0%,141,21.0%,100,14.9%,594,88.5%,77.0%
84K791,Brooklyn Dreams Charter School,2021-22,691,0,0,52,65,69,76,79,80,94,94,82,0,0,0,0,353,51.1%,338,48.9%,74,10.7%,403,58.3%,147,21.3%,37,5.4%,8,1.2%,22,3.2%,0,0.0%,130,18.8%,131,19.0%,587,84.9%,72.7%
84K792,The Cultural Arts Academy at Spring Creek Charter,2017-18,297,0,0,40,54,47,44,46,37,29,0,0,0,0,0,0,145,48.8%,152,51.2%,1,0.3%,264,88.9%,24,8.1%,2,0.7%,3,1.0%,3,1.0%,0,0.0%,42,14.1%,4,1.3%,196,66.0%,52.7%
84K792,The Cultural Arts Academy at Spring Creek Charter,2018-19,255,0,0,45,42,49,39,43,37,0,0,0,0,0,0,0,127,49.8%,128,50.2%,0,0.0%,226,88.6%,21,8.2%,3,1.2%,3,1.2%,2,0.8%,0,0.0%,25,9.8%,2,0.8%,183,71.8%,58.1%
84K792,The Cultural Arts Academy at Spring Creek Charter,2019-20,264,0,0,39,47,48,55,36,39,0,0,0,0,0,0,0,129,48.9%,135,51.1%,0,0.0%,238,90.2%,17,6.4%,5,1.9%,3,1.1%,1,0.4%,0,0.0%,34,12.9%,1,0.4%,191,72.3%,62.8%
84K792,The Cultural Arts Academy at Spring Creek Charter,2020-21,240,0,0,19,35,45,49,55,37,0,0,0,0,0,0,0,117,48.8%,123,51.2%,0,0.0%,220,91.7%,12,5.0%,5,2.1%,2,0.8%,1,0.4%,0,0.0%,36,15.0%,1,0.4%,175,72.9%,62.5%
84K792,The Cultural Arts Academy at Spring Creek Charter,2021-22,226,0,0,24,26,33,51,40,52,0,0,0,0,0,0,0,110,48.7%,116,51.3%,0,0.0%,206,91.2%,12,5.3%,5,2.2%,2,0.9%,1,0.4%,0,0.0%,38,16.8%,2,0.9%,167,73.9%,65.0%
84K793,Bushwick Ascend Charter School,2017-18,887,0,0,107,118,117,115,110,79,76,92,73,0,0,0,0,429,48.4%,458,51.6%,10,1.1%,195,22.0%,667,75.2%,3,0.3%,3,0.3%,9,1.0%,0,0.0%,146,16.5%,149,16.8%,748,84.3%,81.4%
84K793,Bushwick Ascend Charter School,2018-19,892,0,0,110,112,110,114,116,79,88,77,86,0,0,0,0,430,48.2%,462,51.8%,8,0.9%,193,21.6%,675,75.7%,4,0.4%,2,0.2%,9,1.0%,1,0.1%,143,16.0%,129,14.5%,821,92.0%,80.5%
84K793,Bushwick Ascend Charter School,2019-20,912,0,0,123,112,107,122,110,86,86,87,79,0,0,0,0,454,49.8%,458,50.2%,8,0.9%,175,19.2%,711,78.0%,4,0.4%,2,0.2%,11,1.2%,1,0.1%,152,16.7%,146,16.0%,770,84.4%,83.5%
84K793,Bushwick Ascend Charter School,2020-21,890,0,0,103,119,110,105,121,79,93,84,76,0,0,0,0,450,50.6%,440,49.4%,11,1.2%,147,16.5%,705,79.2%,3,0.3%,4,0.4%,15,1.7%,5,0.6%,150,16.9%,161,18.1%,784,88.1%,82.7%
84K793,Bushwick Ascend Charter School,2021-22,823,0,0,90,100,103,106,94,92,75,84,79,0,0,0,0,420,51.0%,403,49.0%,14,1.7%,129,15.7%,650,79.0%,5,0.6%,4,0.5%,12,1.5%,9,1.1%,134,16.3%,182,22.1%,737,89.6%,82.2%
84K803,Brooklyn LAB Charter School,2017-18,651,0,0,0,0,0,0,0,0,178,228,135,110,0,0,0,284,43.6%,367,56.4%,11,1.7%,510,78.3%,99,15.2%,11,1.7%,8,1.2%,11,1.7%,1,0.2%,187,28.7%,12,1.8%,456,70.0%,76.6%
84K803,Brooklyn LAB Charter School,2018-19,709,0,0,0,0,0,0,0,0,79,187,214,112,117,0,0,292,41.2%,417,58.8%,16,2.3%,551,77.7%,118,16.6%,8,1.1%,8,1.1%,7,1.0%,1,0.1%,224,31.6%,19,2.7%,Above 95%,Above 95%,75.9%
84K803,Brooklyn LAB Charter School,2019-20,621,0,0,0,0,0,0,0,0,1,72,203,119,124,102,0,231,37.2%,390,62.8%,11,1.8%,470,75.7%,116,18.7%,7,1.1%,10,1.6%,6,1.0%,1,0.2%,188,30.3%,21,3.4%,438,70.5%,76.8%
84K803,Brooklyn LAB Charter School,2020-21,510,0,0,0,0,0,0,0,0,48,17,80,82,91,107,85,200,39.2%,310,60.8%,5,1.0%,376,73.7%,101,19.8%,6,1.2%,11,2.2%,9,1.8%,2,0.4%,135,26.5%,19,3.7%,359,70.4%,75.1%
84K803,Brooklyn LAB Charter School,2021-22,539,0,0,0,0,0,0,0,0,41,70,43,97,103,80,105,213,39.5%,326,60.5%,6,1.1%,398,73.8%,111,20.6%,4,0.7%,10,1.9%,10,1.9%,0,0.0%,144,26.7%,18,3.3%,404,75.0%,78.7%
84K807,Collegiate Academy for Mathematics and Personal Aw,2017-18,69,0,0,0,0,0,0,0,0,18,51,0,0,0,0,0,31,44.9%,38,55.1%,0,0.0%,57,82.6%,11,15.9%,0,0.0%,0,0.0%,0,0.0%,1,1.4%,16,23.2%,2,2.9%,55,79.7%,83.9%
84K807,Collegiate Academy for Mathematics and Personal Aw,2018-19,106,0,0,0,0,0,0,0,0,28,34,44,0,0,0,0,36,34.0%,70,66.0%,2,1.9%,88,83.0%,15,14.2%,0,0.0%,1,0.9%,0,0.0%,0,0.0%,23,21.7%,1,0.9%,82,77.4%,82.3%
84K807,Collegiate Academy for Mathematics and Personal Aw,2019-20,86,0,0,0,0,0,0,0,0,17,33,36,0,0,0,0,28,32.6%,58,67.4%,2,2.3%,65,75.6%,13,15.1%,1,1.2%,3,3.5%,1,1.2%,1,1.2%,17,19.8%,0,0.0%,63,73.3%,76.5%
84K807,Collegiate Academy for Mathematics and Personal Aw,2020-21,90,0,0,0,0,0,0,0,0,28,30,32,0,0,0,0,40,44.4%,50,55.6%,3,3.3%,67,74.4%,14,15.6%,3,3.3%,1,1.1%,1,1.1%,1,1.1%,16,17.8%,1,1.1%,77,85.6%,73.9%
84K807,Collegiate Academy for Mathematics and Personal Aw,2021-22,115,0,0,0,0,0,0,0,0,33,40,42,0,0,0,0,60,52.2%,55,47.8%,3,2.6%,86,74.8%,21,18.3%,3,2.6%,0,0.0%,1,0.9%,1,0.9%,20,17.4%,1,0.9%,91,79.1%,76.5%
84K876,Achievement First Voyager Charter School,2017-18,187,0,0,0,0,0,0,0,98,89,0,0,0,0,0,0,102,54.5%,85,45.5%,2,1.1%,162,86.6%,11,5.9%,3,1.6%,6,3.2%,1,0.5%,2,1.1%,35,18.7%,2,1.1%,152,81.3%,71.5%
84K876,Achievement First Voyager Charter School,2018-19,241,0,0,47,0,0,0,0,59,66,69,0,0,0,0,0,134,55.6%,107,44.4%,1,0.4%,216,89.6%,13,5.4%,3,1.2%,6,2.5%,0,0.0%,2,0.8%,30,12.4%,2,0.8%,182,75.5%,68.3%
84K876,Achievement First Voyager Charter School,2019-20,308,0,0,29,47,0,0,0,47,66,57,62,0,0,0,0,171,55.5%,137,44.5%,2,0.6%,281,91.2%,13,4.2%,3,1.0%,6,1.9%,1,0.3%,2,0.6%,42,13.6%,4,1.3%,225,73.1%,71.9%
84K876,Achievement First Voyager Charter School,2020-21,219,0,0,0,3,1,0,0,25,63,69,58,0,0,0,0,115,52.5%,104,47.5%,1,0.5%,196,89.5%,15,6.8%,2,0.9%,4,1.8%,1,0.5%,0,0.0%,42,19.2%,4,1.8%,152,69.4%,72.3%
84K876,Achievement First Voyager Charter School,2021-22,193,0,0,0,0,2,1,0,1,57,66,66,0,0,0,0,96,49.7%,97,50.3%,1,0.5%,171,88.6%,18,9.3%,1,0.5%,1,0.5%,1,0.5%,0,0.0%,34,17.6%,4,2.1%,150,77.7%,69.7%
84K879,Brooklyn Prospect Charter School Downtown,2017-18,512,0,0,57,58,58,55,79,0,106,99,0,0,0,0,0,255,49.8%,257,50.2%,23,4.5%,164,32.0%,79,15.4%,46,9.0%,3,0.6%,195,38.1%,2,0.4%,66,12.9%,4,0.8%,162,31.6%,36.9%
84K879,Brooklyn Prospect Charter School Downtown,2018-19,698,0,0,60,58,57,56,55,76,128,108,100,0,0,0,0,324,46.4%,374,53.6%,36,5.2%,245,35.1%,105,15.0%,52,7.4%,6,0.9%,248,35.5%,6,0.9%,96,13.8%,8,1.1%,249,35.7%,37.1%
84K879,Brooklyn Prospect Charter School Downtown,2019-20,672,0,0,54,61,54,55,57,53,113,123,102,0,0,0,0,309,46.0%,363,54.0%,32,4.8%,221,32.9%,103,15.3%,50,7.4%,4,0.6%,256,38.1%,6,0.9%,111,16.5%,8,1.2%,263,39.1%,39.3%
84K879,Brooklyn Prospect Charter School Downtown,2020-21,686,0,0,55,58,60,57,58,56,112,115,115,0,0,0,0,322,46.9%,364,53.1%,35,5.1%,222,32.4%,97,14.1%,50,7.3%,2,0.3%,277,40.4%,3,0.4%,123,17.9%,8,1.2%,272,39.7%,36.5%
84K879,Brooklyn Prospect Charter School Downtown,2021-22,657,0,0,53,53,56,55,58,55,100,115,112,0,0,0,0,322,49.0%,335,51.0%,34,5.2%,217,33.0%,78,11.9%,51,7.8%,1,0.2%,274,41.7%,2,0.3%,123,18.7%,4,0.6%,235,35.8%,34.8%
84K882,Success Academy Charter School - Bushwick,2017-18,243,0,0,98,89,56,0,0,0,0,0,0,0,0,0,0,127,52.3%,116,47.7%,1,0.4%,67,27.6%,169,69.5%,1,0.4%,2,0.8%,3,1.2%,0,0.0%,50,20.6%,37,15.2%,212,87.2%,79.0%
84K882,Success Academy Charter School - Bushwick,2018-19,345,0,0,100,103,83,59,0,0,0,0,0,0,0,0,0,183,53.0%,162,47.0%,1,0.3%,82,23.8%,242,70.1%,4,1.2%,2,0.6%,14,4.1%,0,0.0%,54,15.7%,56,16.2%,308,89.3%,79.1%
84K882,Success Academy Charter School - Bushwick,2019-20,463,0,0,125,106,86,93,53,0,0,0,0,0,0,0,0,258,55.7%,205,44.3%,3,0.6%,97,21.0%,342,73.9%,3,0.6%,4,0.9%,14,3.0%,0,0.0%,61,13.2%,82,17.7%,356,76.9%,82.8%
84K882,Success Academy Charter School - Bushwick,2020-21,513,0,0,104,129,117,80,83,0,0,0,0,0,0,0,0,289,56.3%,224,43.7%,5,1.0%,91,17.7%,378,73.7%,7,1.4%,5,1.0%,27,5.3%,0,0.0%,66,12.9%,86,16.8%,390,76.0%,82.3%
84K882,Success Academy Charter School - Bushwick,2021-22,460,0,0,86,91,119,97,67,0,0,0,0,0,0,0,0,248,53.9%,212,46.1%,8,1.7%,77,16.7%,339,73.7%,7,1.5%,5,1.1%,24,5.2%,0,0.0%,45,9.8%,112,24.3%,334,72.6%,79.5%
84K883,Success Academy Charter School - Bed Stuy 3,2017-18,183,0,0,57,72,54,0,0,0,0,0,0,0,0,0,0,80,43.7%,103,56.3%,0,0.0%,131,71.6%,45,24.6%,5,2.7%,1,0.5%,1,0.5%,0,0.0%,48,26.2%,5,2.7%,148,80.9%,73.2%
84K883,Success Academy Charter School - Bed Stuy 3,2019-20,87,0,0,0,0,0,0,0,48,39,0,0,0,0,0,0,43,49.4%,44,50.6%,3,3.4%,45,51.7%,17,19.5%,3,3.4%,1,1.1%,18,20.7%,0,0.0%,19,21.8%,0,0.0%,45,51.7%,59.8%
84K883,Success Academy Charter School - Bed Stuy 3,2020-21,158,0,0,0,0,0,0,0,80,41,37,0,0,0,0,0,77,48.7%,81,51.3%,5,3.2%,84,53.2%,43,27.2%,4,2.5%,2,1.3%,20,12.7%,0,0.0%,31,19.6%,1,0.6%,82,51.9%,61.9%
84K883,Success Academy Charter School - Bed Stuy 3,2021-22,208,0,0,0,0,0,0,0,81,58,36,33,0,0,0,0,102,49.0%,106,51.0%,4,1.9%,112,53.8%,62,29.8%,4,1.9%,3,1.4%,23,11.1%,0,0.0%,36,17.3%,4,1.9%,119,57.2%,65.4%
84K886,Success Academy Charter School - Flatbush,2017-18,225,0,0,67,85,73,0,0,0,0,0,0,0,0,0,0,121,53.8%,104,46.2%,1,0.4%,208,92.4%,12,5.3%,1,0.4%,2,0.9%,1,0.4%,0,0.0%,28,12.4%,7,3.1%,185,82.2%,71.0%
84K886,Success Academy Charter School - Flatbush,2018-19,338,0,0,127,79,87,45,0,0,0,0,0,0,0,0,0,184,54.4%,154,45.6%,5,1.5%,304,89.9%,20,5.9%,4,1.2%,1,0.3%,4,1.2%,0,0.0%,37,10.9%,9,2.7%,254,75.1%,69.0%
84K886,Success Academy Charter School - Flatbush,2019-20,478,0,0,111,116,97,91,63,0,0,0,0,0,0,0,0,260,54.4%,218,45.6%,5,1.0%,433,90.6%,23,4.8%,10,2.1%,1,0.2%,6,1.3%,0,0.0%,59,12.3%,16,3.3%,320,66.9%,71.7%
84K886,Success Academy Charter School - Flatbush,2020-21,587,0,0,136,118,129,108,96,0,0,0,0,0,0,0,0,317,54.0%,270,46.0%,6,1.0%,498,84.8%,42,7.2%,13,2.2%,4,0.7%,24,4.1%,0,0.0%,79,13.5%,19,3.2%,402,68.5%,73.8%
84K886,Success Academy Charter School - Flatbush,2021-22,573,0,0,109,119,110,123,112,0,0,0,0,0,0,0,0,317,55.3%,256,44.7%,6,1.0%,487,85.0%,44,7.7%,11,1.9%,7,1.2%,18,3.1%,0,0.0%,75,13.1%,29,5.1%,404,70.5%,75.1%
84K892,Brooklyn Emerging Leaders Academy Charter School,2017-18,64,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,64,100.0%,0,0.0%,0,0.0%,53,82.8%,10,15.6%,0,0.0%,0,0.0%,1,1.6%,0,0.0%,16,25.0%,2,3.1%,54,84.4%,75.8%
84K892,Brooklyn Emerging Leaders Academy Charter School,2018-19,115,0,0,0,0,0,0,0,0,0,0,0,56,59,0,0,115,100.0%,0,0.0%,0,0.0%,85,73.9%,25,21.7%,0,0.0%,3,2.6%,2,1.7%,0,0.0%,22,19.1%,3,2.6%,86,74.8%,74.1%
84K892,Brooklyn Emerging Leaders Academy Charter School,2019-20,186,0,0,0,0,0,0,0,0,0,0,0,78,52,56,0,186,100.0%,0,0.0%,3,1.6%,144,77.4%,35,18.8%,1,0.5%,1,0.5%,2,1.1%,0,0.0%,32,17.2%,4,2.2%,149,80.1%,79.5%
84K892,Brooklyn Emerging Leaders Academy Charter School,2020-21,238,0,0,0,0,0,0,0,0,0,0,0,69,71,47,51,238,100.0%,0,0.0%,1,0.4%,186,78.2%,41,17.2%,2,0.8%,4,1.7%,2,0.8%,2,0.8%,40,16.8%,3,1.3%,195,81.9%,77.5%
84K892,Brooklyn Emerging Leaders Academy Charter School,2021-22,253,0,0,0,0,0,0,0,0,0,0,0,63,71,66,53,251,99.2%,2,0.8%,1,0.4%,197,77.9%,44,17.4%,2,0.8%,3,1.2%,4,1.6%,2,0.8%,43,17.0%,4,1.6%,203,80.2%,73.3%
84K895,Hebrew Language Academy Charter School 2,2017-18,129,0,0,65,64,0,0,0,0,0,0,0,0,0,0,0,62,48.1%,67,51.9%,4,3.1%,35,27.1%,10,7.8%,2,1.6%,1,0.8%,77,59.7%,0,0.0%,40,31.0%,22,17.1%,102,79.1%,70.2%
84K895,Hebrew Language Academy Charter School 2,2018-19,231,0,0,71,86,74,0,0,0,0,0,0,0,0,0,0,121,52.4%,110,47.6%,12,5.2%,48,20.8%,28,12.1%,9,3.9%,0,0.0%,134,58.0%,0,0.0%,69,29.9%,54,23.4%,180,77.9%,66.2%
84K895,Hebrew Language Academy Charter School 2,2019-20,266,0,0,63,74,75,54,0,0,0,0,0,0,0,0,0,130,48.9%,136,51.1%,12,4.5%,50,18.8%,49,18.4%,6,2.3%,0,0.0%,149,56.0%,0,0.0%,70,26.3%,58,21.8%,167,62.8%,68.6%
84K895,Hebrew Language Academy Charter School 2,2020-21,319,0,0,67,62,67,76,47,0,0,0,0,0,0,0,0,158,49.5%,161,50.5%,17,5.3%,53,16.6%,66,20.7%,8,2.5%,0,0.0%,175,54.9%,0,0.0%,88,27.6%,81,25.4%,222,69.6%,71.3%
84K895,Hebrew Language Academy Charter School 2,2021-22,296,0,0,43,54,52,51,62,34,0,0,0,0,0,0,0,146,49.3%,150,50.7%,11,3.7%,51,17.2%,70,23.6%,5,1.7%,0,0.0%,159,53.7%,0,0.0%,80,27.0%,62,20.9%,Above 95%,Above 95%,67.0%
84K910,Cypress Hills Ascend Charter School,2018-19,122,0,0,66,56,0,0,0,0,0,0,0,0,0,0,0,63,51.6%,59,48.4%,6,4.9%,33,27.0%,78,63.9%,1,0.8%,2,1.6%,2,1.6%,0,0.0%,17,13.9%,22,18.0%,109,89.3%,86.4%
84K910,Cypress Hills Ascend Charter School,2019-20,215,0,0,77,79,59,0,0,0,0,0,0,0,0,0,0,109,50.7%,106,49.3%,15,7.0%,32,14.9%,161,74.9%,2,0.9%,2,0.9%,3,1.4%,0,0.0%,33,15.3%,47,21.9%,189,87.9%,82.1%
84K910,Cypress Hills Ascend Charter School,2020-21,283,0,0,65,79,77,62,0,0,0,0,0,0,0,0,0,139,49.1%,144,50.9%,19,6.7%,49,17.3%,205,72.4%,3,1.1%,2,0.7%,4,1.4%,1,0.4%,45,15.9%,57,20.1%,218,77.0%,81.0%
84K910,Cypress Hills Ascend Charter School,2021-22,324,0,0,52,69,77,73,53,0,0,0,0,0,0,0,0,162,50.0%,162,50.0%,23,7.1%,53,16.4%,234,72.2%,1,0.3%,5,1.5%,5,1.5%,3,0.9%,50,15.4%,64,19.8%,271,83.6%,80.9%
84K911,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,2018-19,49,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,19,38.8%,30,61.2%,2,4.1%,42,85.7%,4,8.2%,0,0.0%,0,0.0%,0,0.0%,1,2.0%,7,14.3%,1,2.0%,Above 95%,Above 95%,87.6%
84K911,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,2019-20,245,0,0,0,0,0,0,0,0,80,79,0,86,0,0,0,104,42.4%,141,57.6%,3,1.2%,201,82.0%,32,13.1%,2,0.8%,2,0.8%,4,1.6%,1,0.4%,53,21.6%,6,2.4%,180,73.5%,78.7%
84K911,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,2020-21,301,0,0,0,0,0,0,0,0,27,89,59,50,76,0,0,128,42.5%,173,57.5%,7,2.3%,229,76.1%,53,17.6%,3,1.0%,2,0.7%,7,2.3%,0,0.0%,73,24.3%,9,3.0%,235,78.1%,79.5%
84K911,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,2021-22,264,0,0,0,0,0,0,0,0,6,26,71,46,48,67,0,110,41.7%,154,58.3%,4,1.5%,202,76.5%,45,17.0%,3,1.1%,2,0.8%,8,3.0%,0,0.0%,65,24.6%,9,3.4%,205,77.7%,81.7%
