,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
38644,8,08X293,Renaissance High School for Musical Theater and the Arts,Residential District 28,,s,s,
38645,8,08X293,Renaissance High School for Musical Theater and the Arts,Residential District 29,,s,s,
38646,8,08X293,Renaissance High School for Musical Theater and the Arts,Residential District 30,,s,s,
38647,8,08X293,Renaissance High School for Musical Theater and the Arts,Residential District Unknown,,s,s,
17114,2,02M531,Repertory Company High School for Theatre Arts,Residential District 01,,8,s,
17115,2,02M531,Repertory Company High School for Theatre Arts,Residential District 02,,25,s,
17116,2,02M531,Repertory Company High School for Theatre Arts,Residential District 03,,15,s,
17117,2,02M531,Repertory Company High School for Theatre Arts,Residential District 04,,15,s,
17118,2,02M531,Repertory Company High School for Theatre Arts,Residential District 05,,21,s,
17119,2,02M531,Repertory Company High School for Theatre Arts,Residential District 06,,16,s,
17120,2,02M531,Repertory Company High School for Theatre Arts,Residential District 07,,8,s,
17121,2,02M531,Repertory Company High School for Theatre Arts,Residential District 08,,18,s,
17122,2,02M531,Repertory Company High School for Theatre Arts,Residential District 09,,10,s,
17123,2,02M531,Repertory Company High School for Theatre Arts,Residential District 10,,15,7,
17124,2,02M531,Repertory Company High School for Theatre Arts,Residential District 11,,16,s,
17125,2,02M531,Repertory Company High School for Theatre Arts,Residential District 12,,s,s,
17126,2,02M531,Repertory Company High School for Theatre Arts,Residential District 13,,9,s,
17127,2,02M531,Repertory Company High School for Theatre Arts,Residential District 14,,s,s,
17128,2,02M531,Repertory Company High School for Theatre Arts,Residential District 15,,12,s,
17129,2,02M531,Repertory Company High School for Theatre Arts,Residential District 16,,s,s,
17130,2,02M531,Repertory Company High School for Theatre Arts,Residential District 17,,8,s,
17131,2,02M531,Repertory Company High School for Theatre Arts,Residential District 18,,s,s,
17132,2,02M531,Repertory Company High School for Theatre Arts,Residential District 19,,9,s,
17133,2,02M531,Repertory Company High School for Theatre Arts,Residential District 20,,s,s,
17134,2,02M531,Repertory Company High School for Theatre Arts,Residential District 21,,s,s,
17135,2,02M531,Repertory Company High School for Theatre Arts,Residential District 22,,8,s,
17136,2,02M531,Repertory Company High School for Theatre Arts,Residential District 23,,s,s,
17137,2,02M531,Repertory Company High School for Theatre Arts,Residential District 24,,11,s,
17138,2,02M531,Repertory Company High School for Theatre Arts,Residential District 25,,s,s,
17139,2,02M531,Repertory Company High School for Theatre Arts,Residential District 27,,10,s,
17140,2,02M531,Repertory Company High School for Theatre Arts,Residential District 28,,s,s,
17141,2,02M531,Repertory Company High School for Theatre Arts,Residential District 29,,s,s,
17142,2,02M531,Repertory Company High School for Theatre Arts,Residential District 30,,12,s,
17143,2,02M531,Repertory Company High School for Theatre Arts,Residential District 31,,7,s,
17144,2,02M531,Repertory Company High School for Theatre Arts,Residential District 32,,s,s,
18743,2,02M580,Richard R. Green High School of Teaching,Residential District 01,,8,s,
18744,2,02M580,Richard R. Green High School of Teaching,Residential District 02,,20,s^,
18745,2,02M580,Richard R. Green High School of Teaching,Residential District 03,,8,s,
18746,2,02M580,Richard R. Green High School of Teaching,Residential District 04,,11,s,
18747,2,02M580,Richard R. Green High School of Teaching,Residential District 05,,17,s,
18748,2,02M580,Richard R. Green High School of Teaching,Residential District 06,,11,s,
18749,2,02M580,Richard R. Green High School of Teaching,Residential District 07,,12,s,
18750,2,02M580,Richard R. Green High School of Teaching,Residential District 08,,7,s,
18751,2,02M580,Richard R. Green High School of Teaching,Residential District 09,,20,6,
18752,2,02M580,Richard R. Green High School of Teaching,Residential District 10,,11,s,
18753,2,02M580,Richard R. Green High School of Teaching,Residential District 11,,s,s,
18754,2,02M580,Richard R. Green High School of Teaching,Residential District 12,,9,s,
18755,2,02M580,Richard R. Green High School of Teaching,Residential District 13,,s,s,
18756,2,02M580,Richard R. Green High School of Teaching,Residential District 14,,s,s,
18757,2,02M580,Richard R. Green High School of Teaching,Residential District 15,,6,s,
18758,2,02M580,Richard R. Green High School of Teaching,Residential District 16,,8,s,
18759,2,02M580,Richard R. Green High School of Teaching,Residential District 17,,s,s,
18760,2,02M580,Richard R. Green High School of Teaching,Residential District 19,,12,s,
18761,2,02M580,Richard R. Green High School of Teaching,Residential District 20,,s,s,
18762,2,02M580,Richard R. Green High School of Teaching,Residential District 21,,s,s,
18763,2,02M580,Richard R. Green High School of Teaching,Residential District 22,,s,s,
18764,2,02M580,Richard R. Green High School of Teaching,Residential District 23,,s,s,
18765,2,02M580,Richard R. Green High School of Teaching,Residential District 24,,17,7,
18766,2,02M580,Richard R. Green High School of Teaching,Residential District 26,,s,s,
18767,2,02M580,Richard R. Green High School of Teaching,Residential District 27,,7,s,
18768,2,02M580,Richard R. Green High School of Teaching,Residential District 28,,s,s,
18769,2,02M580,Richard R. Green High School of Teaching,Residential District 29,,s,s,
18770,2,02M580,Richard R. Green High School of Teaching,Residential District 30,,12,s,
18771,2,02M580,Richard R. Green High School of Teaching,Residential District 31,,10,s,
18772,2,02M580,Richard R. Green High School of Teaching,Residential District 32,,9,s,
18773,2,02M580,Richard R. Green High School of Teaching,Residential District Unknown,,s,s,
104100,27,27Q475,Richmond Hill High School,Residential District 02,,s,s,
104101,27,27Q475,Richmond Hill High School,Residential District 04,,s,s,
104102,27,27Q475,Richmond Hill High School,Residential District 08,,s,s,
104103,27,27Q475,Richmond Hill High School,Residential District 09,,s,s,
104104,27,27Q475,Richmond Hill High School,Residential District 10,,s,s,
104105,27,27Q475,Richmond Hill High School,Residential District 11,,s,s,
104106,27,27Q475,Richmond Hill High School,Residential District 13,,s,s,
104107,27,27Q475,Richmond Hill High School,Residential District 14,,s,s,
104108,27,27Q475,Richmond Hill High School,Residential District 15,,s,s,
104109,27,27Q475,Richmond Hill High School,Residential District 16,,s,s,
104110,27,27Q475,Richmond Hill High School,Residential District 17,,s,s,
104111,27,27Q475,Richmond Hill High School,Residential District 18,,s,s,
104112,27,27Q475,Richmond Hill High School,Residential District 19,,125,29,
104113,27,27Q475,Richmond Hill High School,Residential District 20,,s,s,
104114,27,27Q475,Richmond Hill High School,Residential District 22,,s,s,
104115,27,27Q475,Richmond Hill High School,Residential District 23,,9,s,
104116,27,27Q475,Richmond Hill High School,Residential District 24,,81,14,
104117,27,27Q475,Richmond Hill High School,Residential District 25,,17,s,
104118,27,27Q475,Richmond Hill High School,Residential District 26,,9,s,
104119,27,27Q475,Richmond Hill High School,Residential District 27,,714,294,
104120,27,27Q475,Richmond Hill High School,Residential District 28,,235,75,
104121,27,27Q475,Richmond Hill High School,Residential District 29,,117,16,
104122,27,27Q475,Richmond Hill High School,Residential District 30,,22,s,
104123,27,27Q475,Richmond Hill High School,Residential District 31,,s,s,
104124,27,27Q475,Richmond Hill High School,Residential District 32,,7,s,
104125,27,27Q475,Richmond Hill High School,Residential District Unknown,,s,s,
45686,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 02,,s,s,
45687,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 03,,s,s,
45688,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 04,,s,s,
45689,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 05,,s,s,
45690,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 06,,s,s,
45691,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 07,,34,s,
45692,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 08,,114,s,
45693,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 09,,137,s,
45694,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 10,,812,215,
45695,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 11,,195,s,
45696,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 12,,80,s,
45697,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 14,,s,s,
45698,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District 24,,s,s,
45699,10,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Residential District Unknown,,s,s,
97356,25,25Q670,Robert F. Kennedy Community High School,Residential District 12,,s,s,
97357,25,25Q670,Robert F. Kennedy Community High School,Residential District 18,,s,s,
97358,25,25Q670,Robert F. Kennedy Community High School,Residential District 24,,s,s,
97359,25,25Q670,Robert F. Kennedy Community High School,Residential District 25,,329,153,
97360,25,25Q670,Robert F. Kennedy Community High School,Residential District 26,,10,s,
97361,25,25Q670,Robert F. Kennedy Community High School,Residential District 27,,6,s,
97362,25,25Q670,Robert F. Kennedy Community High School,Residential District 28,,22,10,
97363,25,25Q670,Robert F. Kennedy Community High School,Residential District 29,,6,s,
97364,25,25Q670,Robert F. Kennedy Community High School,Residential District 30,,s,s,
92744,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 01,,s,s,
92745,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 02,,9,s,
92746,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 03,,s,s,
92747,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 04,,s,s,
92748,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 05,,s,s,
92749,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 06,,s,s,
92750,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 07,,s,s,
92751,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 08,,s,s,
92752,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 09,,s,s,
92753,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 10,,s,s,
92754,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 11,,7,s,
92755,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 12,,s,s,
92756,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 13,,s,s,
92757,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 14,,13,s,
92758,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 15,,s,s,
92759,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 16,,s,s,
92760,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 17,,s,s,
92761,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 18,,s,s,
92762,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 19,,17,s,
92763,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 20,,s,s,
92764,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 21,,s,s,
92765,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 22,,s,s,
92766,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 23,,s,s,
92767,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 24,,928,86,
92768,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 25,,55,s,
92769,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 26,,9,s,
92770,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 27,,72,s,
92771,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 28,,70,s,
92772,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 29,,43,s,
92773,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 30,,826,68,
92774,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 31,,s,s,
92775,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District 32,,11,s,
92776,24,24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Residential District Unknown,,s,s,
102972,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 02,,s,s,
102973,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 03,,s,s,
102974,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 05,,s,s,
102975,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 07,,s,s,
102976,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 09,,s,s,
102977,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 11,,s,s,
102978,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 14,,s,s,
102979,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 16,,s,s,
102980,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 17,,s,s,
102981,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 18,,9,s,
102982,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 19,,125,15,
102983,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 20,,s,s,
102984,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 21,,s,s,
102985,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 22,,s,s,
102986,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 23,,8,s,
102987,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 24,,78,s,
102988,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 25,,16,s,
102989,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 26,,s,s,
102990,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 27,,1002,125,
102991,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 28,,86,7,
102992,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 29,,60,6,
102993,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 30,,21,s,
102994,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 31,,s,s,
102995,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District 32,,6,s,
102996,27,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Residential District Unknown,,s,s,
103849,27,27Q351,Rockaway Collegiate High School,Residential District 09,,s,s,
103850,27,27Q351,Rockaway Collegiate High School,Residential District 12,,s,s,
103851,27,27Q351,Rockaway Collegiate High School,Residential District 17,,s,s,
103852,27,27Q351,Rockaway Collegiate High School,Residential District 19,,s,s,
103853,27,27Q351,Rockaway Collegiate High School,Residential District 23,,s,s,
103854,27,27Q351,Rockaway Collegiate High School,Residential District 24,,s,s,
103855,27,27Q351,Rockaway Collegiate High School,Residential District 25,,s,s,
103856,27,27Q351,Rockaway Collegiate High School,Residential District 27,,223,s^,
103857,27,27Q351,Rockaway Collegiate High School,Residential District 28,,6,s,
103858,27,27Q351,Rockaway Collegiate High School,Residential District 29,,10,s,
103859,27,27Q351,Rockaway Collegiate High School,Residential District 32,,s,s,
103655,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 09,,s,s,
103656,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 10,,s,s,
103657,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 12,,s,s,
103658,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 17,,s,s,
103659,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 19,,s,s,
103660,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 21,,s,s,
103661,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 22,,s,s,
103662,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 23,,s,s,
103663,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 24,,s,s,
103664,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 27,,204,s^,
103665,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 28,,s,s,
103666,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 29,,s,s,
103667,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 31,,s,s,
103668,27,27Q324,Rockaway Park High School for Environmental Sustainability,Residential District 32,,s,s,
103479,27,27Q323,Scholars' Academy,Residential District 01,,s,s,
103480,27,27Q323,Scholars' Academy,Residential District 02,,s,s,
103481,27,27Q323,Scholars' Academy,Residential District 03,,s,s,
103482,27,27Q323,Scholars' Academy,Residential District 04,,s,s,
103483,27,27Q323,Scholars' Academy,Residential District 05,,s,s,
103484,27,27Q323,Scholars' Academy,Residential District 06,,s,s,
103485,27,27Q323,Scholars' Academy,Residential District 07,,s,s,
103486,27,27Q323,Scholars' Academy,Residential District 08,,s,s,
103487,27,27Q323,Scholars' Academy,Residential District 09,,s,s,
103488,27,27Q323,Scholars' Academy,Residential District 10,,s,s,
103489,27,27Q323,Scholars' Academy,Residential District 11,,10,s,
103490,27,27Q323,Scholars' Academy,Residential District 12,,s,s,
103491,27,27Q323,Scholars' Academy,Residential District 13,,s,s,
103492,27,27Q323,Scholars' Academy,Residential District 14,,s,s,
103493,27,27Q323,Scholars' Academy,Residential District 15,,s,s,
103494,27,27Q323,Scholars' Academy,Residential District 16,,s,s,
103495,27,27Q323,Scholars' Academy,Residential District 17,,9,s,
103496,27,27Q323,Scholars' Academy,Residential District 18,,6,s,
103497,27,27Q323,Scholars' Academy,Residential District 19,,69,s,
103498,27,27Q323,Scholars' Academy,Residential District 20,,18,s,
103499,27,27Q323,Scholars' Academy,Residential District 21,,7,s,
103500,27,27Q323,Scholars' Academy,Residential District 22,,50,11,
103501,27,27Q323,Scholars' Academy,Residential District 23,,8,s,
103502,27,27Q323,Scholars' Academy,Residential District 24,,82,s,
103503,27,27Q323,Scholars' Academy,Residential District 25,,28,s,
103504,27,27Q323,Scholars' Academy,Residential District 26,,35,s,
103505,27,27Q323,Scholars' Academy,Residential District 27,,952,174,
103506,27,27Q323,Scholars' Academy,Residential District 28,,81,s,
103507,27,27Q323,Scholars' Academy,Residential District 29,,108,s,
103508,27,27Q323,Scholars' Academy,Residential District 30,,30,s,
103509,27,27Q323,Scholars' Academy,Residential District 31,,s,s,
103510,27,27Q323,Scholars' Academy,Residential District 32,,s,s,
103511,27,27Q323,Scholars' Academy,Residential District Unknown,,6,s,
77926,19,19K683,School for Classics High School,Residential District 01,,s,s,
77927,19,19K683,School for Classics High School,Residential District 13,,s,s,
77928,19,19K683,School for Classics High School,Residential District 15,,s,s,
77929,19,19K683,School for Classics High School,Residential District 16,,7,s,
77930,19,19K683,School for Classics High School,Residential District 17,,9,s,
77931,19,19K683,School for Classics High School,Residential District 18,,10,s,
77932,19,19K683,School for Classics High School,Residential District 19,,101,41,
77933,19,19K683,School for Classics High School,Residential District 21,,s,s,
77934,19,19K683,School for Classics High School,Residential District 22,,7,s,
77935,19,19K683,School for Classics High School,Residential District 23,,17,s,
77936,19,19K683,School for Classics High School,Residential District 24,,s,s,
77937,19,19K683,School for Classics High School,Residential District 27,,31,6,
77938,19,19K683,School for Classics High School,Residential District 29,,s,s,
77939,19,19K683,School for Classics High School,Residential District 30,,s,s,
77940,19,19K683,School for Classics High School,Residential District 31,,s,s,
77941,19,19K683,School for Classics High School,Residential District 32,,s,s,
43071,9,09X404,School for Excellence,Residential District 04,,s,s,
43072,9,09X404,School for Excellence,Residential District 05,,6,s,
43073,9,09X404,School for Excellence,Residential District 06,,s,s,
43074,9,09X404,School for Excellence,Residential District 07,,52,s,
43075,9,09X404,School for Excellence,Residential District 08,,41,s,
43076,9,09X404,School for Excellence,Residential District 09,,108,8,
43077,9,09X404,School for Excellence,Residential District 10,,29,s,
43078,9,09X404,School for Excellence,Residential District 11,,30,s,
43079,9,09X404,School for Excellence,Residential District 12,,48,6,
43080,9,09X404,School for Excellence,Residential District 14,,s,s,
43081,9,09X404,School for Excellence,Residential District 17,,s,s,
43082,9,09X404,School for Excellence,Residential District 25,,s,s,
71226,17,17K531,School for Human Rights The,Residential District 02,,s,s,
71227,17,17K531,School for Human Rights The,Residential District 04,,s,s,
71228,17,17K531,School for Human Rights The,Residential District 07,,s,s,
71229,17,17K531,School for Human Rights The,Residential District 09,,s,s,
71230,17,17K531,School for Human Rights The,Residential District 10,,s,s,
71231,17,17K531,School for Human Rights The,Residential District 11,,s,s,
71232,17,17K531,School for Human Rights The,Residential District 12,,s,s,
71233,17,17K531,School for Human Rights The,Residential District 13,,15,s,
71234,17,17K531,School for Human Rights The,Residential District 14,,7,s,
71235,17,17K531,School for Human Rights The,Residential District 15,,7,s,
71236,17,17K531,School for Human Rights The,Residential District 16,,29,s,
71237,17,17K531,School for Human Rights The,Residential District 17,,112,40,
71238,17,17K531,School for Human Rights The,Residential District 18,,58,12,
71239,17,17K531,School for Human Rights The,Residential District 19,,37,7,
71240,17,17K531,School for Human Rights The,Residential District 20,,9,s,
71241,17,17K531,School for Human Rights The,Residential District 21,,s,s,
71242,17,17K531,School for Human Rights The,Residential District 22,,32,8,
71243,17,17K531,School for Human Rights The,Residential District 23,,33,s,
71244,17,17K531,School for Human Rights The,Residential District 24,,s,s,
71245,17,17K531,School for Human Rights The,Residential District 26,,s,s,
71246,17,17K531,School for Human Rights The,Residential District 27,,s,s,
71247,17,17K531,School for Human Rights The,Residential District 28,,s,s,
71248,17,17K531,School for Human Rights The,Residential District 29,,s,s,
71249,17,17K531,School for Human Rights The,Residential District 31,,s,s,
71250,17,17K531,School for Human Rights The,Residential District 32,,s,s,
71251,17,17K531,School for Human Rights The,Residential District Unknown,,s,s,
39911,8,08X559,School for Tourism and Hospitality,Residential District 04,,s,s,
39912,8,08X559,School for Tourism and Hospitality,Residential District 05,,s,s,
39913,8,08X559,School for Tourism and Hospitality,Residential District 06,,s,s,
39914,8,08X559,School for Tourism and Hospitality,Residential District 07,,52,s,
39915,8,08X559,School for Tourism and Hospitality,Residential District 08,,36,7,
39916,8,08X559,School for Tourism and Hospitality,Residential District 09,,39,8,
39917,8,08X559,School for Tourism and Hospitality,Residential District 10,,20,s,
39918,8,08X559,School for Tourism and Hospitality,Residential District 11,,15,s,
39919,8,08X559,School for Tourism and Hospitality,Residential District 12,,21,s,
39920,8,08X559,School for Tourism and Hospitality,Residential District 13,,s,s,
39921,8,08X559,School for Tourism and Hospitality,Residential District 14,,s,s,
39922,8,08X559,School for Tourism and Hospitality,Residential District 17,,s,s,
39923,8,08X559,School for Tourism and Hospitality,Residential District 24,,s,s,
39924,8,08X559,School for Tourism and Hospitality,Residential District 30,,s,s,
12558,2,02M413,School of the Future High School,Residential District 01,,82,s,
12559,2,02M413,School of the Future High School,Residential District 02,,705,108,
12560,2,02M413,School of the Future High School,Residential District 03,,142,s,
12561,2,02M413,School of the Future High School,Residential District 04,,80,s,
12562,2,02M413,School of the Future High School,Residential District 05,,67,s,
12563,2,02M413,School of the Future High School,Residential District 06,,102,s,
12564,2,02M413,School of the Future High School,Residential District 07,,31,s,
12565,2,02M413,School of the Future High School,Residential District 08,,63,s,
12566,2,02M413,School of the Future High School,Residential District 09,,75,s,
12567,2,02M413,School of the Future High School,Residential District 10,,71,s,
12568,2,02M413,School of the Future High School,Residential District 11,,70,s,
12569,2,02M413,School of the Future High School,Residential District 12,,39,s,
12570,2,02M413,School of the Future High School,Residential District 13,,27,s,
12571,2,02M413,School of the Future High School,Residential District 14,,26,s,
12572,2,02M413,School of the Future High School,Residential District 15,,40,s,
12573,2,02M413,School of the Future High School,Residential District 16,,11,s,
12574,2,02M413,School of the Future High School,Residential District 17,,22,s,
12575,2,02M413,School of the Future High School,Residential District 18,,8,s,
12576,2,02M413,School of the Future High School,Residential District 19,,28,s,
12577,2,02M413,School of the Future High School,Residential District 20,,10,s,
12578,2,02M413,School of the Future High School,Residential District 21,,s,s,
12579,2,02M413,School of the Future High School,Residential District 22,,9,s,
12580,2,02M413,School of the Future High School,Residential District 23,,s,s,
12581,2,02M413,School of the Future High School,Residential District 24,,32,s,
12582,2,02M413,School of the Future High School,Residential District 25,,8,s,
12583,2,02M413,School of the Future High School,Residential District 26,,s,s,
12584,2,02M413,School of the Future High School,Residential District 27,,18,s,
12585,2,02M413,School of the Future High School,Residential District 28,,12,s,
12586,2,02M413,School of the Future High School,Residential District 29,,7,s,
12587,2,02M413,School of the Future High School,Residential District 30,,42,s,
12588,2,02M413,School of the Future High School,Residential District 31,,13,s,
12589,2,02M413,School of the Future High School,Residential District 32,,16,s,
12590,2,02M413,School of the Future High School,Residential District Unknown,,7,s,
39077,8,08X348,Schuylerville Preparatory High School,Residential District 01,,s,s,
39078,8,08X348,Schuylerville Preparatory High School,Residential District 05,,s,s,
39079,8,08X348,Schuylerville Preparatory High School,Residential District 06,,s,s,
39080,8,08X348,Schuylerville Preparatory High School,Residential District 07,,9,s,
39081,8,08X348,Schuylerville Preparatory High School,Residential District 08,,175,21,
39082,8,08X348,Schuylerville Preparatory High School,Residential District 09,,29,s,
39083,8,08X348,Schuylerville Preparatory High School,Residential District 10,,27,6,
39084,8,08X348,Schuylerville Preparatory High School,Residential District 11,,167,43,
39085,8,08X348,Schuylerville Preparatory High School,Residential District 12,,41,8,
39086,8,08X348,Schuylerville Preparatory High School,Residential District 18,,s,s,
39087,8,08X348,Schuylerville Preparatory High School,Residential District 25,,s,s,
58261,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 01,,s,s,
58262,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 02,,11,s,
58263,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 03,,s,s,
58264,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 05,,s,s,
58265,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 06,,s,s,
58266,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 07,,s,s,
58267,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 08,,s,s,
58268,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 09,,s,s,
58269,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 10,,7,s,
58270,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 11,,6,s,
58271,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 12,,s,s,
58272,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 13,,100,44,
58273,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 14,,31,s,
58274,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 15,,81,10,
58275,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 16,,69,7,
58276,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 17,,194,28,
58277,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 18,,124,23,
58278,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 19,,153,17,
58279,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 20,,54,6,
58280,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 21,,27,s,
58281,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 22,,116,21,
58282,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 23,,101,12,
58283,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 24,,15,s,
58284,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 27,,34,s,
