,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 True Applicants,Grade 9 Seats Available - Notes
75974,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 29,.,12,s,s,
75975,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 30,.,s,s,s,
75976,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 32,.,18,s,s,
75977,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District Unknown,.,s,s,s,
4931,2,02M135,The Urban Assembly School for Emergency Management,Residential District 01,.,25,s,s,
4932,2,02M135,The Urban Assembly School for Emergency Management,Residential District 02,.,20,s,s,
4933,2,02M135,The Urban Assembly School for Emergency Management,Residential District 03,.,6,s,s,
4934,2,02M135,The Urban Assembly School for Emergency Management,Residential District 04,.,s,s,s,
4935,2,02M135,The Urban Assembly School for Emergency Management,Residential District 05,.,17,s,s,
4936,2,02M135,The Urban Assembly School for Emergency Management,Residential District 06,.,s,s,s,
4937,2,02M135,The Urban Assembly School for Emergency Management,Residential District 07,.,14,s,s,
4938,2,02M135,The Urban Assembly School for Emergency Management,Residential District 08,.,14,s,s,
4939,2,02M135,The Urban Assembly School for Emergency Management,Residential District 09,.,24,s,s,
4940,2,02M135,The Urban Assembly School for Emergency Management,Residential District 10,.,12,s,s,
4941,2,02M135,The Urban Assembly School for Emergency Management,Residential District 11,.,15,s,s,
4942,2,02M135,The Urban Assembly School for Emergency Management,Residential District 12,.,20,s^,6,
4943,2,02M135,The Urban Assembly School for Emergency Management,Residential District 13,.,14,s,s,
4944,2,02M135,The Urban Assembly School for Emergency Management,Residential District 14,.,s,s,s,
4945,2,02M135,The Urban Assembly School for Emergency Management,Residential District 15,.,10,s,s,
4946,2,02M135,The Urban Assembly School for Emergency Management,Residential District 16,.,s,s,s,
4947,2,02M135,The Urban Assembly School for Emergency Management,Residential District 17,.,11,s,s,
4948,2,02M135,The Urban Assembly School for Emergency Management,Residential District 18,.,s,s,s,
4949,2,02M135,The Urban Assembly School for Emergency Management,Residential District 19,.,20,s,s,
4950,2,02M135,The Urban Assembly School for Emergency Management,Residential District 20,.,s,s,s,
4951,2,02M135,The Urban Assembly School for Emergency Management,Residential District 21,.,s,s,s,
4952,2,02M135,The Urban Assembly School for Emergency Management,Residential District 22,.,6,s,s,
4953,2,02M135,The Urban Assembly School for Emergency Management,Residential District 23,.,11,s,s,
4954,2,02M135,The Urban Assembly School for Emergency Management,Residential District 24,.,27,s,s,
4955,2,02M135,The Urban Assembly School for Emergency Management,Residential District 27,.,6,s,s,
4956,2,02M135,The Urban Assembly School for Emergency Management,Residential District 29,.,s,s,s,
4957,2,02M135,The Urban Assembly School for Emergency Management,Residential District 30,.,31,s,s,
4958,2,02M135,The Urban Assembly School for Emergency Management,Residential District 31,.,s,s,s,
4959,2,02M135,The Urban Assembly School for Emergency Management,Residential District 32,.,6,s,s,
29656,5,05M157,The Urban Assembly School for Global Commerce,Residential District 01,.,s,s,s,
29657,5,05M157,The Urban Assembly School for Global Commerce,Residential District 02,.,s,s,s,
29658,5,05M157,The Urban Assembly School for Global Commerce,Residential District 03,.,20,s,s,
29659,5,05M157,The Urban Assembly School for Global Commerce,Residential District 04,.,59,24,15,
29660,5,05M157,The Urban Assembly School for Global Commerce,Residential District 05,.,62,s^,8,
29661,5,05M157,The Urban Assembly School for Global Commerce,Residential District 06,.,24,s,s,
29662,5,05M157,The Urban Assembly School for Global Commerce,Residential District 07,.,15,s,s,
29663,5,05M157,The Urban Assembly School for Global Commerce,Residential District 08,.,18,s,s,
29664,5,05M157,The Urban Assembly School for Global Commerce,Residential District 09,.,14,s,s,
29665,5,05M157,The Urban Assembly School for Global Commerce,Residential District 10,.,14,s,s,
29666,5,05M157,The Urban Assembly School for Global Commerce,Residential District 11,.,14,s,s,
29667,5,05M157,The Urban Assembly School for Global Commerce,Residential District 12,.,8,s,s,
29668,5,05M157,The Urban Assembly School for Global Commerce,Residential District 13,.,s,s,s,
29669,5,05M157,The Urban Assembly School for Global Commerce,Residential District 18,.,s,s,s,
29670,5,05M157,The Urban Assembly School for Global Commerce,Residential District 20,.,s,s,s,
29671,5,05M157,The Urban Assembly School for Global Commerce,Residential District 24,.,s,s,s,
29672,5,05M157,The Urban Assembly School for Global Commerce,Residential District 28,.,s,s,s,
29673,5,05M157,The Urban Assembly School for Global Commerce,Residential District 29,.,s,s,s,
29674,5,05M157,The Urban Assembly School for Global Commerce,Residential District 30,.,s,s,s,
29675,5,05M157,The Urban Assembly School for Global Commerce,Residential District 32,.,s,s,s,
23437,3,03M402,The Urban Assembly School for Green Careers,Residential District 01,.,s,s,s,
23438,3,03M402,The Urban Assembly School for Green Careers,Residential District 02,.,31,s^,s,
23439,3,03M402,The Urban Assembly School for Green Careers,Residential District 03,.,86,34,10,
23440,3,03M402,The Urban Assembly School for Green Careers,Residential District 04,.,43,s,s,
23441,3,03M402,The Urban Assembly School for Green Careers,Residential District 05,.,86,s,s,
23442,3,03M402,The Urban Assembly School for Green Careers,Residential District 06,.,156,s^,35,
23443,3,03M402,The Urban Assembly School for Green Careers,Residential District 07,.,26,s,s,
23444,3,03M402,The Urban Assembly School for Green Careers,Residential District 08,.,29,s,s,
23445,3,03M402,The Urban Assembly School for Green Careers,Residential District 09,.,44,s^,13,
23446,3,03M402,The Urban Assembly School for Green Careers,Residential District 10,.,104,s^,20,
23447,3,03M402,The Urban Assembly School for Green Careers,Residential District 11,.,14,s,s,
23448,3,03M402,The Urban Assembly School for Green Careers,Residential District 12,.,28,s^,7,
23449,3,03M402,The Urban Assembly School for Green Careers,Residential District 13,.,8,s,s,
23450,3,03M402,The Urban Assembly School for Green Careers,Residential District 15,.,s,s,s,
23451,3,03M402,The Urban Assembly School for Green Careers,Residential District 16,.,s,s,s,
23452,3,03M402,The Urban Assembly School for Green Careers,Residential District 17,.,s,s,s,
23453,3,03M402,The Urban Assembly School for Green Careers,Residential District 18,.,s,s,s,
23454,3,03M402,The Urban Assembly School for Green Careers,Residential District 19,.,6,s,s,
23455,3,03M402,The Urban Assembly School for Green Careers,Residential District 21,.,s,s,s,
23456,3,03M402,The Urban Assembly School for Green Careers,Residential District 22,.,s,s,s,
23457,3,03M402,The Urban Assembly School for Green Careers,Residential District 23,.,s,s,s,
23458,3,03M402,The Urban Assembly School for Green Careers,Residential District 24,.,s,s,s,
23459,3,03M402,The Urban Assembly School for Green Careers,Residential District 25,.,s,s,s,
23460,3,03M402,The Urban Assembly School for Green Careers,Residential District 27,.,s,s,s,
23461,3,03M402,The Urban Assembly School for Green Careers,Residential District 30,.,9,s,s,
23462,3,03M402,The Urban Assembly School for Green Careers,Residential District 32,.,s,s,s,
23463,3,03M402,The Urban Assembly School for Green Careers,Residential District Unknown,.,s,s,s,
56922,13,13K483,The Urban Assembly School for Law and Justice,Residential District 01,.,13,s,s,
56923,13,13K483,The Urban Assembly School for Law and Justice,Residential District 02,.,14,s,s,
56924,13,13K483,The Urban Assembly School for Law and Justice,Residential District 03,.,s,s,s,
56925,13,13K483,The Urban Assembly School for Law and Justice,Residential District 04,.,s,s,s,
56926,13,13K483,The Urban Assembly School for Law and Justice,Residential District 05,.,s,s,s,
56927,13,13K483,The Urban Assembly School for Law and Justice,Residential District 07,.,s,s,s,
56928,13,13K483,The Urban Assembly School for Law and Justice,Residential District 08,.,s,s,s,
56929,13,13K483,The Urban Assembly School for Law and Justice,Residential District 09,.,s,s,s,
56930,13,13K483,The Urban Assembly School for Law and Justice,Residential District 10,.,7,s,s,
56931,13,13K483,The Urban Assembly School for Law and Justice,Residential District 11,.,s,s,s,
56932,13,13K483,The Urban Assembly School for Law and Justice,Residential District 12,.,s,s,s,
56933,13,13K483,The Urban Assembly School for Law and Justice,Residential District 13,.,60,s^,12,
56934,13,13K483,The Urban Assembly School for Law and Justice,Residential District 14,.,22,s,s,
56935,13,13K483,The Urban Assembly School for Law and Justice,Residential District 15,.,66,s^,9,
56936,13,13K483,The Urban Assembly School for Law and Justice,Residential District 16,.,34,s^,9,
56937,13,13K483,The Urban Assembly School for Law and Justice,Residential District 17,.,77,s^,11,
56938,13,13K483,The Urban Assembly School for Law and Justice,Residential District 18,.,38,s^,13,
56939,13,13K483,The Urban Assembly School for Law and Justice,Residential District 19,.,102,s^,30,
56940,13,13K483,The Urban Assembly School for Law and Justice,Residential District 20,.,25,s^,9,
56941,13,13K483,The Urban Assembly School for Law and Justice,Residential District 21,.,15,s,s,
56942,13,13K483,The Urban Assembly School for Law and Justice,Residential District 22,.,48,s^,14,
56943,13,13K483,The Urban Assembly School for Law and Justice,Residential District 23,.,58,s^,16,
56944,13,13K483,The Urban Assembly School for Law and Justice,Residential District 24,.,9,s,s,
56945,13,13K483,The Urban Assembly School for Law and Justice,Residential District 27,.,13,s,s,
56946,13,13K483,The Urban Assembly School for Law and Justice,Residential District 28,.,6,s,s,
56947,13,13K483,The Urban Assembly School for Law and Justice,Residential District 29,.,s,s,s,
56948,13,13K483,The Urban Assembly School for Law and Justice,Residential District 30,.,8,s,s,
56949,13,13K483,The Urban Assembly School for Law and Justice,Residential District 31,.,s,s,s,
56950,13,13K483,The Urban Assembly School for Law and Justice,Residential District 32,.,33,s^,8,
56951,13,13K483,The Urban Assembly School for Law and Justice,Residential District Unknown,.,s,s,s,
60522,14,14K454,The Williamsburg High School of Art and Technology,Residential District 01,.,s,s,s,
60523,14,14K454,The Williamsburg High School of Art and Technology,Residential District 02,.,s,s,s,
60524,14,14K454,The Williamsburg High School of Art and Technology,Residential District 03,.,s,s,s,
60525,14,14K454,The Williamsburg High School of Art and Technology,Residential District 06,.,s,s,s,
60526,14,14K454,The Williamsburg High School of Art and Technology,Residential District 07,.,s,s,s,
60527,14,14K454,The Williamsburg High School of Art and Technology,Residential District 08,.,s,s,s,
60528,14,14K454,The Williamsburg High School of Art and Technology,Residential District 09,.,s,s,s,
60529,14,14K454,The Williamsburg High School of Art and Technology,Residential District 11,.,s,s,s,
60530,14,14K454,The Williamsburg High School of Art and Technology,Residential District 13,.,47,s^,8,
60531,14,14K454,The Williamsburg High School of Art and Technology,Residential District 14,.,166,s^,27,
60532,14,14K454,The Williamsburg High School of Art and Technology,Residential District 15,.,46,s,s,
60533,14,14K454,The Williamsburg High School of Art and Technology,Residential District 16,.,77,s^,19,
60534,14,14K454,The Williamsburg High School of Art and Technology,Residential District 17,.,49,s,s,
60535,14,14K454,The Williamsburg High School of Art and Technology,Residential District 18,.,30,s,7,
60536,14,14K454,The Williamsburg High School of Art and Technology,Residential District 19,.,80,s^,10,
60537,14,14K454,The Williamsburg High School of Art and Technology,Residential District 20,.,s,s,s,
60538,14,14K454,The Williamsburg High School of Art and Technology,Residential District 21,.,s,s,s,
60539,14,14K454,The Williamsburg High School of Art and Technology,Residential District 22,.,19,s,s,
60540,14,14K454,The Williamsburg High School of Art and Technology,Residential District 23,.,50,s,s,
60541,14,14K454,The Williamsburg High School of Art and Technology,Residential District 24,.,74,s^,16,
60542,14,14K454,The Williamsburg High School of Art and Technology,Residential District 27,.,17,s,s,
60543,14,14K454,The Williamsburg High School of Art and Technology,Residential District 28,.,s,s,s,
60544,14,14K454,The Williamsburg High School of Art and Technology,Residential District 29,.,6,s,s,
60545,14,14K454,The Williamsburg High School of Art and Technology,Residential District 30,.,17,s,s,
60546,14,14K454,The Williamsburg High School of Art and Technology,Residential District 31,.,s,s,s,
60547,14,14K454,The Williamsburg High School of Art and Technology,Residential District 32,.,137,s^,23,
60548,14,14K454,The Williamsburg High School of Art and Technology,Residential District Unknown,.,s,s,s,
44445,10,10X225,Theatre Arts Production Company School,Residential District 02,.,8,s,s,
44446,10,10X225,Theatre Arts Production Company School,Residential District 03,.,s,s,s,
44447,10,10X225,Theatre Arts Production Company School,Residential District 04,.,s,s,s,
44448,10,10X225,Theatre Arts Production Company School,Residential District 05,.,12,s,s,
44449,10,10X225,Theatre Arts Production Company School,Residential District 06,.,9,s,s,
44450,10,10X225,Theatre Arts Production Company School,Residential District 07,.,45,s^,7,
44451,10,10X225,Theatre Arts Production Company School,Residential District 08,.,83,s^,13,
44452,10,10X225,Theatre Arts Production Company School,Residential District 09,.,140,s^,24,
44453,10,10X225,Theatre Arts Production Company School,Residential District 10,.,280,s^,67,
44454,10,10X225,Theatre Arts Production Company School,Residential District 11,.,100,s^,18,
44455,10,10X225,Theatre Arts Production Company School,Residential District 12,.,78,s^,15,
44456,10,10X225,Theatre Arts Production Company School,Residential District 13,.,s,s,s,
44457,10,10X225,Theatre Arts Production Company School,Residential District 14,.,s,s,s,
44458,10,10X225,Theatre Arts Production Company School,Residential District 15,.,s,s,s,
44459,10,10X225,Theatre Arts Production Company School,Residential District 16,.,s,s,s,
44460,10,10X225,Theatre Arts Production Company School,Residential District 17,.,s,s,s,
44461,10,10X225,Theatre Arts Production Company School,Residential District 18,.,s,s,s,
44462,10,10X225,Theatre Arts Production Company School,Residential District 19,.,s,s,s,
44463,10,10X225,Theatre Arts Production Company School,Residential District 20,.,s,s,s,
44464,10,10X225,Theatre Arts Production Company School,Residential District 22,.,s,s,s,
44465,10,10X225,Theatre Arts Production Company School,Residential District 23,.,s,s,s,
44466,10,10X225,Theatre Arts Production Company School,Residential District 24,.,s,s,s,
44467,10,10X225,Theatre Arts Production Company School,Residential District 25,.,s,s,s,
44468,10,10X225,Theatre Arts Production Company School,Residential District 26,.,s,s,s,
44469,10,10X225,Theatre Arts Production Company School,Residential District 27,.,s,s,s,
44470,10,10X225,Theatre Arts Production Company School,Residential District 28,.,s,s,s,
44471,10,10X225,Theatre Arts Production Company School,Residential District 29,.,s,s,s,
44472,10,10X225,Theatre Arts Production Company School,Residential District 30,.,s,s,s,
44473,10,10X225,Theatre Arts Production Company School,Residential District Unknown,.,s,s,s,
105816,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 01,.,s,s,s,
105817,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 02,.,s,s,s,
105818,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 03,.,s,s,s,
105819,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 04,.,s,s,s,
105820,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 05,.,s,s,s,
105821,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 06,.,s,s,s,
105822,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 07,.,s,s,s,
105823,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 08,.,6,s,s,
105824,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 09,.,s,s,s,
105825,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 10,.,14,s,s,
105826,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 11,.,7,s,s,
105827,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 12,.,s,s,s,
105828,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 13,.,s,s,s,
105829,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 14,.,6,s,s,
105830,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 15,.,s,s,s,
105831,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 16,.,9,s,s,
105832,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 17,.,12,s,s,
105833,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 18,.,14,s,s,
105834,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 19,.,133,9,31,
105835,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 20,.,6,s,s,
105836,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 21,.,6,s,s,
105837,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 22,.,11,s,s,
105838,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 23,.,13,s,s,
105839,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 24,.,634,35,175,
105840,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 25,.,381,34,139,
105841,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 26,.,329,31,111,
105842,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 27,.,1062,143,499,
105843,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 28,.,1027,157,531,
105844,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 29,.,1310,155,608,
105845,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 30,.,250,19,68,
105846,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 32,.,15,s,6,
105847,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District Unknown,.,28,s,13,
30712,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 01,.,s,s,s,
30713,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 02,.,s,s,s,
30714,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 03,.,28,s^,9,
30715,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 04,.,22,s,s,
30716,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 05,.,171,112,60,
30717,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 06,.,34,s^,6,
30718,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 07,.,22,s,s,
30719,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 08,.,16,s,s,
30720,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 09,.,23,s^,6,
30721,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 10,.,11,s,s,
30722,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 11,.,15,s,s,
30723,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 12,.,9,s,s,
30724,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 18,.,s,s,s,
30725,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 23,.,s,s,s,
30726,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 30,.,s,s,s,
30727,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 31,.,s,s,s,
30728,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District Unknown,.,s,s,s,
117923,31,31R455,Tottenville High School,Residential District 02,.,s,s,s,
117924,31,31R455,Tottenville High School,Residential District 03,.,s,s,s,
117925,31,31R455,Tottenville High School,Residential District 05,.,s,s,s,
117926,31,31R455,Tottenville High School,Residential District 06,.,s,s,s,
117927,31,31R455,Tottenville High School,Residential District 08,.,s,s,s,
117928,31,31R455,Tottenville High School,Residential District 10,.,s,s,s,
117929,31,31R455,Tottenville High School,Residential District 11,.,s,s,s,
117930,31,31R455,Tottenville High School,Residential District 13,.,s,s,s,
117931,31,31R455,Tottenville High School,Residential District 14,.,s,s,s,
117932,31,31R455,Tottenville High School,Residential District 15,.,7,s,s,
117933,31,31R455,Tottenville High School,Residential District 16,.,s,s,s,
117934,31,31R455,Tottenville High School,Residential District 17,.,s,s,s,
117935,31,31R455,Tottenville High School,Residential District 19,.,9,s,s,
117936,31,31R455,Tottenville High School,Residential District 20,.,38,s,14,
117937,31,31R455,Tottenville High School,Residential District 21,.,6,s,s,
117938,31,31R455,Tottenville High School,Residential District 22,.,s,s,s,
117939,31,31R455,Tottenville High School,Residential District 23,.,s,s,s,
117940,31,31R455,Tottenville High School,Residential District 24,.,6,s,s,
117941,31,31R455,Tottenville High School,Residential District 27,.,s,s,s,
117942,31,31R455,Tottenville High School,Residential District 28,.,s,s,s,
117943,31,31R455,Tottenville High School,Residential District 29,.,s,s,s,
117944,31,31R455,Tottenville High School,Residential District 31,.,2386,1416,1657,
117945,31,31R455,Tottenville High School,Residential District Unknown,.,23,s^,13,
95295,25,25Q525,Townsend Harris High School,Residential District 01,.,12,s,8,
95296,25,25Q525,Townsend Harris High School,Residential District 02,.,190,10,118,
95297,25,25Q525,Townsend Harris High School,Residential District 03,.,36,s,25,
95298,25,25Q525,Townsend Harris High School,Residential District 04,.,20,s,12,
95299,25,25Q525,Townsend Harris High School,Residential District 05,.,13,s,6,
95300,25,25Q525,Townsend Harris High School,Residential District 06,.,21,s,10,
95301,25,25Q525,Townsend Harris High School,Residential District 07,.,17,s,10,
95302,25,25Q525,Townsend Harris High School,Residential District 08,.,166,8,116,
95303,25,25Q525,Townsend Harris High School,Residential District 09,.,40,s,17,
95304,25,25Q525,Townsend Harris High School,Residential District 10,.,32,s,18,
95305,25,25Q525,Townsend Harris High School,Residential District 11,.,171,s,115,
95306,25,25Q525,Townsend Harris High School,Residential District 12,.,56,s,37,
95307,25,25Q525,Townsend Harris High School,Residential District 13,.,26,s,15,
95308,25,25Q525,Townsend Harris High School,Residential District 14,.,37,s,29,
95309,25,25Q525,Townsend Harris High School,Residential District 15,.,48,s,28,
95310,25,25Q525,Townsend Harris High School,Residential District 16,.,25,s,13,
95311,25,25Q525,Townsend Harris High School,Residential District 17,.,44,s,21,
95312,25,25Q525,Townsend Harris High School,Residential District 18,.,47,s,20,
95313,25,25Q525,Townsend Harris High School,Residential District 19,.,154,s,91,
95314,25,25Q525,Townsend Harris High School,Residential District 20,.,86,s,55,
95315,25,25Q525,Townsend Harris High School,Residential District 21,.,34,s,18,
95316,25,25Q525,Townsend Harris High School,Residential District 22,.,52,s,26,
95317,25,25Q525,Townsend Harris High School,Residential District 23,.,35,s,18,
95318,25,25Q525,Townsend Harris High School,Residential District 24,.,1319,42,943,
95319,25,25Q525,Townsend Harris High School,Residential District 25,.,1213,62,1015,
95320,25,25Q525,Townsend Harris High School,Residential District 26,.,988,94,833,
95321,25,25Q525,Townsend Harris High School,Residential District 27,.,741,24,495,
95322,25,25Q525,Townsend Harris High School,Residential District 28,.,889,58,656,
95323,25,25Q525,Townsend Harris High School,Residential District 29,.,651,25,454,
95324,25,25Q525,Townsend Harris High School,Residential District 30,.,766,57,579,
95325,25,25Q525,Townsend Harris High School,Residential District 31,.,8,s,s,
95326,25,25Q525,Townsend Harris High School,Residential District 32,.,43,s,24,
95327,25,25Q525,Townsend Harris High School,Residential District Unknown,.,42,s,33,
75023,19,19K615,Transit Tech Career and Technical Education High School,Residential District 01,.,s,s,s,
75024,19,19K615,Transit Tech Career and Technical Education High School,Residential District 04,.,s,s,s,
75025,19,19K615,Transit Tech Career and Technical Education High School,Residential District 05,.,s,s,s,
75026,19,19K615,Transit Tech Career and Technical Education High School,Residential District 06,.,s,s,s,
75027,19,19K615,Transit Tech Career and Technical Education High School,Residential District 08,.,s,s,s,
75028,19,19K615,Transit Tech Career and Technical Education High School,Residential District 09,.,s,s,s,
75029,19,19K615,Transit Tech Career and Technical Education High School,Residential District 10,.,s,s,s,
75030,19,19K615,Transit Tech Career and Technical Education High School,Residential District 11,.,s,s,s,
75031,19,19K615,Transit Tech Career and Technical Education High School,Residential District 12,.,s,s,s,
75032,19,19K615,Transit Tech Career and Technical Education High School,Residential District 13,.,18,s,s,
75033,19,19K615,Transit Tech Career and Technical Education High School,Residential District 14,.,12,s,s,
75034,19,19K615,Transit Tech Career and Technical Education High School,Residential District 15,.,7,s,s,
75035,19,19K615,Transit Tech Career and Technical Education High School,Residential District 16,.,46,s^,9,
75036,19,19K615,Transit Tech Career and Technical Education High School,Residential District 17,.,58,s^,12,
75037,19,19K615,Transit Tech Career and Technical Education High School,Residential District 18,.,68,s^,18,
75038,19,19K615,Transit Tech Career and Technical Education High School,Residential District 19,.,417,110,90,
75039,19,19K615,Transit Tech Career and Technical Education High School,Residential District 20,.,s,s,s,
75040,19,19K615,Transit Tech Career and Technical Education High School,Residential District 21,.,6,s,s,
75041,19,19K615,Transit Tech Career and Technical Education High School,Residential District 22,.,26,s,s,
75042,19,19K615,Transit Tech Career and Technical Education High School,Residential District 23,.,111,s^,13,
75043,19,19K615,Transit Tech Career and Technical Education High School,Residential District 24,.,34,s^,6,
75044,19,19K615,Transit Tech Career and Technical Education High School,Residential District 25,.,s,s,s,
75045,19,19K615,Transit Tech Career and Technical Education High School,Residential District 27,.,182,s^,52,
75046,19,19K615,Transit Tech Career and Technical Education High School,Residential District 28,.,21,s^,8,
75047,19,19K615,Transit Tech Career and Technical Education High School,Residential District 29,.,32,s^,7,
75048,19,19K615,Transit Tech Career and Technical Education High School,Residential District 30,.,9,s,s,
75049,19,19K615,Transit Tech Career and Technical Education High School,Residential District 31,.,s,s,s,
75050,19,19K615,Transit Tech Career and Technical Education High School,Residential District 32,.,30,s,s,
75051,19,19K615,Transit Tech Career and Technical Education High School,Residential District Unknown,.,7,s,s,
16648,2,02M533,Union Square Academy for Health Sciences,Residential District 01,.,27,s^,7,
16649,2,02M533,Union Square Academy for Health Sciences,Residential District 02,.,45,s^,9,
16650,2,02M533,Union Square Academy for Health Sciences,Residential District 03,.,7,s,s,
16651,2,02M533,Union Square Academy for Health Sciences,Residential District 04,.,18,s^,6,
16652,2,02M533,Union Square Academy for Health Sciences,Residential District 05,.,29,s^,6,
16653,2,02M533,Union Square Academy for Health Sciences,Residential District 06,.,24,s,s,
16654,2,02M533,Union Square Academy for Health Sciences,Residential District 07,.,15,s,s,
16655,2,02M533,Union Square Academy for Health Sciences,Residential District 08,.,31,s^,6,
16656,2,02M533,Union Square Academy for Health Sciences,Residential District 09,.,40,s^,6,
16657,2,02M533,Union Square Academy for Health Sciences,Residential District 10,.,41,s,s,
16658,2,02M533,Union Square Academy for Health Sciences,Residential District 11,.,50,s^,15,
16659,2,02M533,Union Square Academy for Health Sciences,Residential District 12,.,24,s,s,
16660,2,02M533,Union Square Academy for Health Sciences,Residential District 13,.,8,s,s,
16661,2,02M533,Union Square Academy for Health Sciences,Residential District 14,.,16,s,s,
16662,2,02M533,Union Square Academy for Health Sciences,Residential District 15,.,17,s,s,
16663,2,02M533,Union Square Academy for Health Sciences,Residential District 16,.,6,s,s,
16664,2,02M533,Union Square Academy for Health Sciences,Residential District 17,.,8,s,s,
16665,2,02M533,Union Square Academy for Health Sciences,Residential District 18,.,7,s,s,
16666,2,02M533,Union Square Academy for Health Sciences,Residential District 19,.,28,s^,6,
16667,2,02M533,Union Square Academy for Health Sciences,Residential District 20,.,7,s,s,
16668,2,02M533,Union Square Academy for Health Sciences,Residential District 21,.,s,s,s,
16669,2,02M533,Union Square Academy for Health Sciences,Residential District 22,.,6,s,s,
16670,2,02M533,Union Square Academy for Health Sciences,Residential District 23,.,13,s,s,
16671,2,02M533,Union Square Academy for Health Sciences,Residential District 24,.,64,s^,13,
16672,2,02M533,Union Square Academy for Health Sciences,Residential District 25,.,s,s,s,
16673,2,02M533,Union Square Academy for Health Sciences,Residential District 27,.,s,s,s,
16674,2,02M533,Union Square Academy for Health Sciences,Residential District 28,.,s,s,s,
16675,2,02M533,Union Square Academy for Health Sciences,Residential District 29,.,s,s,s,
16676,2,02M533,Union Square Academy for Health Sciences,Residential District 30,.,47,s^,15,
16677,2,02M533,Union Square Academy for Health Sciences,Residential District 31,.,s,s,s,
16678,2,02M533,Union Square Academy for Health Sciences,Residential District 32,.,19,s,6,
16679,2,02M533,Union Square Academy for Health Sciences,Residential District Unknown,.,s,s,s,
15575,2,02M500,Unity Center for Urban Technologies,Residential District 01,.,6,s,s,
15576,2,02M500,Unity Center for Urban Technologies,Residential District 02,.,31,60,s,
15577,2,02M500,Unity Center for Urban Technologies,Residential District 03,.,9,s,s,
15578,2,02M500,Unity Center for Urban Technologies,Residential District 04,.,18,s,s,
15579,2,02M500,Unity Center for Urban Technologies,Residential District 05,.,25,s,s,
15580,2,02M500,Unity Center for Urban Technologies,Residential District 06,.,20,s,s,
15581,2,02M500,Unity Center for Urban Technologies,Residential District 07,.,16,s,s,
