,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
24048,3,03M403,The Global Learning Collaborative,Residential District Unknown,,s,s,
11264,2,02M399,The High School For Language And Diplomacy,Residential District 01,,16,9,
11265,2,02M399,The High School For Language And Diplomacy,Residential District 02,,27,6,
11266,2,02M399,The High School For Language And Diplomacy,Residential District 03,,11,s,
11267,2,02M399,The High School For Language And Diplomacy,Residential District 04,,10,s,
11268,2,02M399,The High School For Language And Diplomacy,Residential District 05,,14,s,
11269,2,02M399,The High School For Language And Diplomacy,Residential District 06,,10,s,
11270,2,02M399,The High School For Language And Diplomacy,Residential District 07,,s,s,
11271,2,02M399,The High School For Language And Diplomacy,Residential District 08,,s,s,
11272,2,02M399,The High School For Language And Diplomacy,Residential District 09,,35,s,
11273,2,02M399,The High School For Language And Diplomacy,Residential District 10,,16,s,
11274,2,02M399,The High School For Language And Diplomacy,Residential District 11,,9,s,
11275,2,02M399,The High School For Language And Diplomacy,Residential District 12,,9,s,
11276,2,02M399,The High School For Language And Diplomacy,Residential District 13,,s,s,
11277,2,02M399,The High School For Language And Diplomacy,Residential District 14,,s,s,
11278,2,02M399,The High School For Language And Diplomacy,Residential District 15,,s,s,
11279,2,02M399,The High School For Language And Diplomacy,Residential District 16,,s,s,
11280,2,02M399,The High School For Language And Diplomacy,Residential District 17,,s,s,
11281,2,02M399,The High School For Language And Diplomacy,Residential District 18,,s,s,
11282,2,02M399,The High School For Language And Diplomacy,Residential District 19,,s,s,
11283,2,02M399,The High School For Language And Diplomacy,Residential District 21,,s,s,
11284,2,02M399,The High School For Language And Diplomacy,Residential District 22,,s,s,
11285,2,02M399,The High School For Language And Diplomacy,Residential District 24,,6,s,
11286,2,02M399,The High School For Language And Diplomacy,Residential District 27,,s,s,
11287,2,02M399,The High School For Language And Diplomacy,Residential District 30,,s,s,
11288,2,02M399,The High School For Language And Diplomacy,Residential District 31,,s,s,
11289,2,02M399,The High School For Language And Diplomacy,Residential District 32,,s,s,
62695,14,14K478,The High School for Enterprise Business and Technology,Residential District 01,,s,s,
62696,14,14K478,The High School for Enterprise Business and Technology,Residential District 02,,s,s,
62697,14,14K478,The High School for Enterprise Business and Technology,Residential District 03,,s,s,
62698,14,14K478,The High School for Enterprise Business and Technology,Residential District 05,,s,s,
62699,14,14K478,The High School for Enterprise Business and Technology,Residential District 06,,s,s,
62700,14,14K478,The High School for Enterprise Business and Technology,Residential District 07,,s,s,
62701,14,14K478,The High School for Enterprise Business and Technology,Residential District 08,,s,s,
62702,14,14K478,The High School for Enterprise Business and Technology,Residential District 09,,6,s,
62703,14,14K478,The High School for Enterprise Business and Technology,Residential District 10,,6,s,
62704,14,14K478,The High School for Enterprise Business and Technology,Residential District 11,,8,s,
62705,14,14K478,The High School for Enterprise Business and Technology,Residential District 12,,s,s,
62706,14,14K478,The High School for Enterprise Business and Technology,Residential District 13,,45,8,
62707,14,14K478,The High School for Enterprise Business and Technology,Residential District 14,,104,16,
62708,14,14K478,The High School for Enterprise Business and Technology,Residential District 15,,22,s,
62709,14,14K478,The High School for Enterprise Business and Technology,Residential District 16,,61,9,
62710,14,14K478,The High School for Enterprise Business and Technology,Residential District 17,,78,6,
62711,14,14K478,The High School for Enterprise Business and Technology,Residential District 18,,51,7,
62712,14,14K478,The High School for Enterprise Business and Technology,Residential District 19,,224,42,
62713,14,14K478,The High School for Enterprise Business and Technology,Residential District 20,,20,6,
62714,14,14K478,The High School for Enterprise Business and Technology,Residential District 21,,9,s,
62715,14,14K478,The High School for Enterprise Business and Technology,Residential District 22,,45,8,
62716,14,14K478,The High School for Enterprise Business and Technology,Residential District 23,,80,11,
62717,14,14K478,The High School for Enterprise Business and Technology,Residential District 24,,122,23,
62718,14,14K478,The High School for Enterprise Business and Technology,Residential District 25,,7,s,
62719,14,14K478,The High School for Enterprise Business and Technology,Residential District 27,,26,s,
62720,14,14K478,The High School for Enterprise Business and Technology,Residential District 28,,s,s,
62721,14,14K478,The High School for Enterprise Business and Technology,Residential District 29,,10,s,
62722,14,14K478,The High School for Enterprise Business and Technology,Residential District 30,,27,s,
62723,14,14K478,The High School for Enterprise Business and Technology,Residential District 31,,s,s,
62724,14,14K478,The High School for Enterprise Business and Technology,Residential District 32,,148,24,
62725,14,14K478,The High School for Enterprise Business and Technology,Residential District Unknown,,s,s,
71289,17,17K528,The High School for Global Citizenship,Residential District 01,,s,s,
71290,17,17K528,The High School for Global Citizenship,Residential District 02,,s,s,
71291,17,17K528,The High School for Global Citizenship,Residential District 03,,s,s,
71292,17,17K528,The High School for Global Citizenship,Residential District 04,,s,s,
71293,17,17K528,The High School for Global Citizenship,Residential District 07,,s,s,
71294,17,17K528,The High School for Global Citizenship,Residential District 08,,s,s,
71295,17,17K528,The High School for Global Citizenship,Residential District 09,,s,s,
71296,17,17K528,The High School for Global Citizenship,Residential District 10,,s,s,
71297,17,17K528,The High School for Global Citizenship,Residential District 11,,s,s,
71298,17,17K528,The High School for Global Citizenship,Residential District 12,,s,s,
71299,17,17K528,The High School for Global Citizenship,Residential District 13,,47,s,
71300,17,17K528,The High School for Global Citizenship,Residential District 14,,8,s,
71301,17,17K528,The High School for Global Citizenship,Residential District 15,,34,s,
71302,17,17K528,The High School for Global Citizenship,Residential District 16,,27,s,
71303,17,17K528,The High School for Global Citizenship,Residential District 17,,211,35,
71304,17,17K528,The High School for Global Citizenship,Residential District 18,,86,10,
71305,17,17K528,The High School for Global Citizenship,Residential District 19,,97,8,
71306,17,17K528,The High School for Global Citizenship,Residential District 20,,24,s,
71307,17,17K528,The High School for Global Citizenship,Residential District 21,,18,s,
71308,17,17K528,The High School for Global Citizenship,Residential District 22,,79,8,
71309,17,17K528,The High School for Global Citizenship,Residential District 23,,55,6,
71310,17,17K528,The High School for Global Citizenship,Residential District 24,,12,s,
71311,17,17K528,The High School for Global Citizenship,Residential District 27,,12,s,
71312,17,17K528,The High School for Global Citizenship,Residential District 28,,s,s,
71313,17,17K528,The High School for Global Citizenship,Residential District 29,,6,s,
71314,17,17K528,The High School for Global Citizenship,Residential District 30,,s,s,
71315,17,17K528,The High School for Global Citizenship,Residential District 31,,s,s,
71316,17,17K528,The High School for Global Citizenship,Residential District 32,,12,s,
71317,17,17K528,The High School for Global Citizenship,Residential District Unknown,,s,s,
19027,2,02M600,The High School of Fashion Industries,Residential District 01,,37,s,
19028,2,02M600,The High School of Fashion Industries,Residential District 02,,108,31,
19029,2,02M600,The High School of Fashion Industries,Residential District 03,,55,24,
19030,2,02M600,The High School of Fashion Industries,Residential District 04,,65,24,
19031,2,02M600,The High School of Fashion Industries,Residential District 05,,76,19,
19032,2,02M600,The High School of Fashion Industries,Residential District 06,,109,37,
19033,2,02M600,The High School of Fashion Industries,Residential District 07,,62,19,
19034,2,02M600,The High School of Fashion Industries,Residential District 08,,82,28,
19035,2,02M600,The High School of Fashion Industries,Residential District 09,,119,31,
19036,2,02M600,The High School of Fashion Industries,Residential District 10,,145,40,
19037,2,02M600,The High School of Fashion Industries,Residential District 11,,75,23,
19038,2,02M600,The High School of Fashion Industries,Residential District 12,,79,21,
19039,2,02M600,The High School of Fashion Industries,Residential District 13,,49,10,
19040,2,02M600,The High School of Fashion Industries,Residential District 14,,42,12,
19041,2,02M600,The High School of Fashion Industries,Residential District 15,,69,18,
19042,2,02M600,The High School of Fashion Industries,Residential District 16,,22,s,
19043,2,02M600,The High School of Fashion Industries,Residential District 17,,52,16,
19044,2,02M600,The High School of Fashion Industries,Residential District 18,,36,9,
19045,2,02M600,The High School of Fashion Industries,Residential District 19,,84,27,
19046,2,02M600,The High School of Fashion Industries,Residential District 20,,32,14,
19047,2,02M600,The High School of Fashion Industries,Residential District 21,,12,s,
19048,2,02M600,The High School of Fashion Industries,Residential District 22,,47,13,
19049,2,02M600,The High School of Fashion Industries,Residential District 23,,36,10,
19050,2,02M600,The High School of Fashion Industries,Residential District 24,,119,45,
19051,2,02M600,The High School of Fashion Industries,Residential District 25,,16,s,
19052,2,02M600,The High School of Fashion Industries,Residential District 26,,8,s^,
19053,2,02M600,The High School of Fashion Industries,Residential District 27,,92,24,
19054,2,02M600,The High School of Fashion Industries,Residential District 28,,37,17,
19055,2,02M600,The High School of Fashion Industries,Residential District 29,,35,7,
19056,2,02M600,The High School of Fashion Industries,Residential District 30,,91,24,
19057,2,02M600,The High School of Fashion Industries,Residential District 31,,19,10,
19058,2,02M600,The High School of Fashion Industries,Residential District 32,,38,10,
19059,2,02M600,The High School of Fashion Industries,Residential District Unknown,,9,s,
35862,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 02,,s,s,
35863,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 03,,7,s,
35864,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 04,,21,s,
35865,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 05,,19,s,
35866,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 06,,14,s,
35867,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 07,,442,77,
35868,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 08,,245,6,
35869,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 09,,302,s,
35870,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 10,,261,s,
35871,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 11,,193,s,
35872,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 12,,127,s,
35873,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 13,,s,s,
35874,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 14,,s,s,
35875,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 15,,s,s,
35876,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 17,,s,s,
35877,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 19,,s,s,
35878,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 23,,s,s,
35879,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 24,,s,s,
35880,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 25,,s,s,
35881,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 27,,s,s,
35882,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 28,,s,s,
35883,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 30,,s,s,
35884,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 31,,s,s,
35885,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District 32,,s,s,
35886,7,07X223,The Laboratory School of Finance and Technology: X223,Residential District Unknown,,s,s,
46132,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 01,,s,s,
46133,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 03,,s,s,
46134,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 04,,s,s,
46135,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 05,,9,s,
46136,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 06,,7,s,
46137,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 07,,28,s,
46138,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 08,,34,6,
46139,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 09,,73,7,
46140,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 10,,214,66,
46141,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 11,,98,32,
46142,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 12,,33,s,
46143,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 16,,s,s,
46144,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 18,,s,s,
46145,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 20,,s,s,
46146,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 21,,s,s,
46147,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 22,,s,s,
46148,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 24,,s,s,
46149,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 25,,s,s,
46150,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 26,,s,s,
46151,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 27,,s,s,
46152,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 28,,s,s,
46153,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 29,,s,s,
46154,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 30,,s,s,
46155,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 31,,6,s,
46156,10,10X237,The Marie Curie School for Medicine Nursing and Health Professions,Residential District 32,,s,s,
23344,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 02,,6,s^,
23345,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 03,,18,7,
23346,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 04,,9,s,
23347,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 05,,24,6,
23348,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 06,,25,s,
23349,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 07,,s,s,
23350,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 08,,7,s,
23351,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 09,,6,s,
23352,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 10,,8,s,
23353,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 11,,s,s,
23354,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 12,,8,s,
23355,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 16,,s,s,
23356,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 17,,s,s,
23357,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 18,,s,s,
23358,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 19,,s,s,
23359,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 22,,s,s,
23360,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 23,,s,s,
23361,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 24,,s,s,
23362,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 27,,s,s,
23363,3,03M299,The Maxine Greene HS for Imaginative Inquiry,Residential District 30,,s,s,
56231,12,12X521,The Metropolitan Soundview High School,Residential District 04,,s,s,
56232,12,12X521,The Metropolitan Soundview High School,Residential District 05,,s,s,
56233,12,12X521,The Metropolitan Soundview High School,Residential District 07,,14,s,
56234,12,12X521,The Metropolitan Soundview High School,Residential District 08,,117,52,
56235,12,12X521,The Metropolitan Soundview High School,Residential District 09,,32,s,
56236,12,12X521,The Metropolitan Soundview High School,Residential District 10,,13,s,
56237,12,12X521,The Metropolitan Soundview High School,Residential District 11,,44,15,
56238,12,12X521,The Metropolitan Soundview High School,Residential District 12,,162,72,
56239,12,12X521,The Metropolitan Soundview High School,Residential District 19,,s,s,
56240,12,12X521,The Metropolitan Soundview High School,Residential District 24,,s,s,
56241,12,12X521,The Metropolitan Soundview High School,Residential District 29,,s,s,
56242,12,12X521,The Metropolitan Soundview High School,Residential District 32,,s,s,
117807,31,31R080,The Michael J. Petrides School,Residential District 01,,s,s,
117808,31,31R080,The Michael J. Petrides School,Residential District 02,,s,s,
117809,31,31R080,The Michael J. Petrides School,Residential District 13,,s,s,
117810,31,31R080,The Michael J. Petrides School,Residential District 16,,s,s,
117811,31,31R080,The Michael J. Petrides School,Residential District 18,,s,s,
117812,31,31R080,The Michael J. Petrides School,Residential District 20,,s,s,
117813,31,31R080,The Michael J. Petrides School,Residential District 21,,s,s,
117814,31,31R080,The Michael J. Petrides School,Residential District 24,,s,s,
117815,31,31R080,The Michael J. Petrides School,Residential District 31,,615,s^,
117816,31,31R080,The Michael J. Petrides School,Residential District Unknown,,s,s,
37105,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 01,,s,s,
37106,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 02,,s,s,
37107,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 03,,s,s,
37108,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 04,,s,s,
37109,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 05,,9,s,
37110,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 06,,7,s,
37111,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 07,,254,70,
37112,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 08,,80,8,
37113,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 09,,156,20,
37114,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 10,,95,15,
37115,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 11,,45,6,
37116,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 12,,50,7,
37117,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 13,,s,s,
37118,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 15,,s,s,
37119,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 17,,s,s,
37120,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 18,,s,s,
37121,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 23,,s,s,
37122,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 24,,s,s,
37123,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 29,,s,s,
37124,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District 32,,s,s,
37125,7,07X551,The Urban Assembly Bronx Academy of Letters,Residential District Unknown,,s,s,
77869,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 01,,s,s,
77870,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 02,,s,s,
77871,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 03,,s,s,
77872,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 04,,s,s,
77873,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 05,,s,s,
77874,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 06,,s,s,
77875,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 07,,s,s,
77876,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 08,,s,s,
77877,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 09,,s,s,
77878,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 10,,s,s,
77879,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 12,,s,s,
77880,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 13,,13,s,
77881,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 14,,8,s,
77882,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 15,,s,s,
77883,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 16,,15,s,
77884,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 17,,28,s,
77885,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 18,,18,s,
77886,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 19,,168,36,
77887,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 20,,s,s,
77888,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 22,,8,s,
77889,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 23,,31,s,
77890,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 24,,29,6,
77891,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 25,,s,s,
77892,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 27,,72,20,
77893,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 28,,14,7,
77894,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 29,,s,s,
77895,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 30,,s,s,
77896,19,19K764,The Urban Assembly School for Collaborative Healthcare,Residential District 32,,17,s,
5099,2,02M135,The Urban Assembly School for Emergency Management,Residential District 01,,22,6,
5100,2,02M135,The Urban Assembly School for Emergency Management,Residential District 02,,30,7,
5101,2,02M135,The Urban Assembly School for Emergency Management,Residential District 03,,20,s,
5102,2,02M135,The Urban Assembly School for Emergency Management,Residential District 04,,20,s,
5103,2,02M135,The Urban Assembly School for Emergency Management,Residential District 05,,14,s,
5104,2,02M135,The Urban Assembly School for Emergency Management,Residential District 06,,41,9,
5105,2,02M135,The Urban Assembly School for Emergency Management,Residential District 07,,21,s,
5106,2,02M135,The Urban Assembly School for Emergency Management,Residential District 08,,19,s,
5107,2,02M135,The Urban Assembly School for Emergency Management,Residential District 09,,45,8,
5108,2,02M135,The Urban Assembly School for Emergency Management,Residential District 10,,23,s,
5109,2,02M135,The Urban Assembly School for Emergency Management,Residential District 11,,19,s,
5110,2,02M135,The Urban Assembly School for Emergency Management,Residential District 12,,16,s,
5111,2,02M135,The Urban Assembly School for Emergency Management,Residential District 13,,s,s,
5112,2,02M135,The Urban Assembly School for Emergency Management,Residential District 14,,14,s,
5113,2,02M135,The Urban Assembly School for Emergency Management,Residential District 15,,s,s,
5114,2,02M135,The Urban Assembly School for Emergency Management,Residential District 16,,9,s,
5115,2,02M135,The Urban Assembly School for Emergency Management,Residential District 17,,6,s,
5116,2,02M135,The Urban Assembly School for Emergency Management,Residential District 18,,s,s,
5117,2,02M135,The Urban Assembly School for Emergency Management,Residential District 19,,13,6,
5118,2,02M135,The Urban Assembly School for Emergency Management,Residential District 20,,s,s,
5119,2,02M135,The Urban Assembly School for Emergency Management,Residential District 21,,s,s,
5120,2,02M135,The Urban Assembly School for Emergency Management,Residential District 22,,9,s,
5121,2,02M135,The Urban Assembly School for Emergency Management,Residential District 23,,6,s,
5122,2,02M135,The Urban Assembly School for Emergency Management,Residential District 24,,11,s,
5123,2,02M135,The Urban Assembly School for Emergency Management,Residential District 25,,s,s,
5124,2,02M135,The Urban Assembly School for Emergency Management,Residential District 26,,s,s,
5125,2,02M135,The Urban Assembly School for Emergency Management,Residential District 27,,13,s,
5126,2,02M135,The Urban Assembly School for Emergency Management,Residential District 28,,s,s,
5127,2,02M135,The Urban Assembly School for Emergency Management,Residential District 29,,s,s,
5128,2,02M135,The Urban Assembly School for Emergency Management,Residential District 30,,9,s,
5129,2,02M135,The Urban Assembly School for Emergency Management,Residential District 31,,s,s,
5130,2,02M135,The Urban Assembly School for Emergency Management,Residential District 32,,6,s,
5131,2,02M135,The Urban Assembly School for Emergency Management,Residential District Unknown,,s,s,
30082,5,05M157,The Urban Assembly School for Global Commerce,Residential District 02,,s,s,
30083,5,05M157,The Urban Assembly School for Global Commerce,Residential District 03,,9,s,
30084,5,05M157,The Urban Assembly School for Global Commerce,Residential District 04,,47,10,
30085,5,05M157,The Urban Assembly School for Global Commerce,Residential District 05,,55,6,
30086,5,05M157,The Urban Assembly School for Global Commerce,Residential District 06,,20,s,
30087,5,05M157,The Urban Assembly School for Global Commerce,Residential District 07,,14,s,
30088,5,05M157,The Urban Assembly School for Global Commerce,Residential District 08,,13,6,
30089,5,05M157,The Urban Assembly School for Global Commerce,Residential District 09,,10,s,
30090,5,05M157,The Urban Assembly School for Global Commerce,Residential District 10,,7,s,
30091,5,05M157,The Urban Assembly School for Global Commerce,Residential District 11,,10,s,
30092,5,05M157,The Urban Assembly School for Global Commerce,Residential District 12,,6,s,
30093,5,05M157,The Urban Assembly School for Global Commerce,Residential District 13,,s,s,
30094,5,05M157,The Urban Assembly School for Global Commerce,Residential District 16,,s,s,
30095,5,05M157,The Urban Assembly School for Global Commerce,Residential District 17,,s,s,
30096,5,05M157,The Urban Assembly School for Global Commerce,Residential District 19,,s,s,
30097,5,05M157,The Urban Assembly School for Global Commerce,Residential District 22,,s,s,
30098,5,05M157,The Urban Assembly School for Global Commerce,Residential District 24,,s,s,
30099,5,05M157,The Urban Assembly School for Global Commerce,Residential District 28,,s,s,
30100,5,05M157,The Urban Assembly School for Global Commerce,Residential District 30,,s,s,
23901,3,03M402,The Urban Assembly School for Green Careers,Residential District 01,,s,s,
23902,3,03M402,The Urban Assembly School for Green Careers,Residential District 02,,18,10,
23903,3,03M402,The Urban Assembly School for Green Careers,Residential District 03,,58,30,
23904,3,03M402,The Urban Assembly School for Green Careers,Residential District 04,,35,6,
23905,3,03M402,The Urban Assembly School for Green Careers,Residential District 05,,92,9,
23906,3,03M402,The Urban Assembly School for Green Careers,Residential District 06,,133,12,
23907,3,03M402,The Urban Assembly School for Green Careers,Residential District 07,,8,s,
23908,3,03M402,The Urban Assembly School for Green Careers,Residential District 08,,15,s,
23909,3,03M402,The Urban Assembly School for Green Careers,Residential District 09,,42,s,
23910,3,03M402,The Urban Assembly School for Green Careers,Residential District 10,,60,12,
23911,3,03M402,The Urban Assembly School for Green Careers,Residential District 11,,17,s,
23912,3,03M402,The Urban Assembly School for Green Careers,Residential District 12,,12,s,
23913,3,03M402,The Urban Assembly School for Green Careers,Residential District 13,,s,s,
23914,3,03M402,The Urban Assembly School for Green Careers,Residential District 17,,s,s,
23915,3,03M402,The Urban Assembly School for Green Careers,Residential District 18,,s,s,
23916,3,03M402,The Urban Assembly School for Green Careers,Residential District 19,,s,s,
23917,3,03M402,The Urban Assembly School for Green Careers,Residential District 24,,7,s,
23918,3,03M402,The Urban Assembly School for Green Careers,Residential District 27,,s,s,
23919,3,03M402,The Urban Assembly School for Green Careers,Residential District 28,,s,s,
23920,3,03M402,The Urban Assembly School for Green Careers,Residential District 29,,s,s,
23921,3,03M402,The Urban Assembly School for Green Careers,Residential District 30,,8,s,
23922,3,03M402,The Urban Assembly School for Green Careers,Residential District 31,,s,s,
23923,3,03M402,The Urban Assembly School for Green Careers,Residential District 32,,s,s,
23924,3,03M402,The Urban Assembly School for Green Careers,Residential District Unknown,,s,s,
58864,13,13K483,The Urban Assembly School for Law and Justice,Residential District 01,,s,s,
58865,13,13K483,The Urban Assembly School for Law and Justice,Residential District 02,,7,s,
58866,13,13K483,The Urban Assembly School for Law and Justice,Residential District 04,,s,s,
58867,13,13K483,The Urban Assembly School for Law and Justice,Residential District 05,,s,s,
58868,13,13K483,The Urban Assembly School for Law and Justice,Residential District 06,,s,s,
58869,13,13K483,The Urban Assembly School for Law and Justice,Residential District 07,,s,s,
58870,13,13K483,The Urban Assembly School for Law and Justice,Residential District 08,,s,s,
58871,13,13K483,The Urban Assembly School for Law and Justice,Residential District 09,,10,s,
58872,13,13K483,The Urban Assembly School for Law and Justice,Residential District 10,,s,s,
58873,13,13K483,The Urban Assembly School for Law and Justice,Residential District 11,,s,s,
58874,13,13K483,The Urban Assembly School for Law and Justice,Residential District 12,,s,s,
58875,13,13K483,The Urban Assembly School for Law and Justice,Residential District 13,,109,11,
58876,13,13K483,The Urban Assembly School for Law and Justice,Residential District 14,,40,6,
58877,13,13K483,The Urban Assembly School for Law and Justice,Residential District 15,,93,14,
58878,13,13K483,The Urban Assembly School for Law and Justice,Residential District 16,,61,s,
58879,13,13K483,The Urban Assembly School for Law and Justice,Residential District 17,,137,17,
58880,13,13K483,The Urban Assembly School for Law and Justice,Residential District 18,,82,15,
58881,13,13K483,The Urban Assembly School for Law and Justice,Residential District 19,,153,22,
58882,13,13K483,The Urban Assembly School for Law and Justice,Residential District 20,,44,s,
58883,13,13K483,The Urban Assembly School for Law and Justice,Residential District 21,,21,7,
